Date,Symbol,Open,High,Low,Close,Volume,Turnover,52W High,52W Low,Index/Sector Data
2021-04-01,India VIX,20.645,20.675,19.73,19.99,0.0,0.0,0.0,0.0,Y
2021-04-01,Nifty 50,14798.4,14883.2,14692.45,14867.35,430028476.0,29585.23,0.0,0.0,Y
2021-04-01,Nifty Midcap 100,23873.65,24162.9,23782.8,24117.75,801921339.0,11495.88,0.0,0.0,Y
2021-04-01,Nifty SMLCAP 250,7010.9,7093.65,7010.6,7089.2,444643641.0,5497.59,0.0,0.0,Y
2021-04-05,India VIX,19.9875,23.305,19.9875,21.22,0.0,0.0,0.0,0.0,Y
2021-04-05,Nifty 50,14837.7,14849.85,14459.5,14637.8,500476690.0,33885.39,0.0,0.0,Y
2021-04-05,Nifty Midcap 100,24101.15,24101.35,23407.05,23798.6,829567547.0,12444.24,0.0,0.0,Y
2021-04-05,Nifty SMLCAP 250,7098.3,7100.05,6902.5,6976.85,360736882.0,5512.9,0.0,0.0,Y
2021-04-06,India VIX,21.215,22.24,19.805,20.84,0.0,0.0,0.0,0.0,Y
2021-04-06,Nifty 50,14737.0,14779.1,14573.9,14683.5,474211156.0,31885.97,0.0,0.0,Y
2021-04-06,Nifty Midcap 100,23940.65,24115.3,23730.3,24016.2,786147731.0,13095.31,0.0,0.0,Y
2021-04-06,Nifty SMLCAP 250,7015.95,7070.1,6967.7,7051.85,357294548.0,6807.15,0.0,0.0,Y
2021-04-07,India VIX,20.84,21.2975,19.43,20.25,0.0,0.0,0.0,0.0,Y
2021-04-07,Nifty 50,14716.45,14879.8,14649.85,14819.05,476382016.0,35184.96,0.0,0.0,Y
2021-04-07,Nifty Midcap 100,24096.05,24385.6,24037.8,24333.3,698229278.0,13244.65,0.0,0.0,Y
2021-04-07,Nifty SMLCAP 250,7082.2,7161.5,7077.55,7149.35,374786029.0,7970.33,0.0,0.0,Y
2021-04-08,India VIX,20.2475,20.585,19.17,20.31,0.0,0.0,0.0,0.0,Y
2021-04-08,Nifty 50,14875.65,14984.15,14821.1,14873.8,503728173.0,34444.56,0.0,0.0,Y
2021-04-08,Nifty Midcap 100,24468.75,24645.0,24392.7,24462.4,849778454.0,14464.73,0.0,0.0,Y
2021-04-08,Nifty SMLCAP 250,7194.4,7260.45,7193.6,7225.2,457835413.0,8117.97,0.0,0.0,Y
2021-04-09,India VIX,20.3125,20.9675,19.6825,19.79,0.0,0.0,0.0,0.0,Y
2021-04-09,Nifty 50,14882.65,14918.45,14785.65,14834.85,498347599.0,35010.36,0.0,0.0,Y
2021-04-09,Nifty Midcap 100,24492.3,24680.7,24421.2,24505.7,724326903.0,12742.05,0.0,0.0,Y
2021-04-09,Nifty SMLCAP 250,7247.0,7289.65,7231.9,7264.0,483780122.0,7059.97,0.0,0.0,Y
2021-04-12,India VIX,19.785,23.3025,19.785,23.0,0.0,0.0,0.0,0.0,Y
