Date,Symbol,Open,High,Low,Close,Volume,Turnover,52W High,52W Low,Index/Sector Data
2022-01-03,India VIX,16.2225,16.81,15.4525,16.45,0.0,0.0,0.0,0.0,Y
2022-01-03,Nifty 50,17387.15,17646.65,17383.3,17625.7,200456430.0,16181.36,0.0,0.0,Y
2022-01-03,Nifty Midcap 100,30487.75,30829.3,30483.65,30788.0,732490666.0,8685.34,0.0,0.0,Y
2022-01-03,Nifty SMLCAP 250,9894.5,9982.3,9893.55,9966.35,384566230.0,7526.71,0.0,0.0,Y
2022-01-04,India VIX,16.4525,16.675,15.71,16.12,0.0,0.0,0.0,0.0,Y
2022-01-04,Nifty 50,17681.4,17827.6,17593.55,17805.25,247437472.0,18604.16,0.0,0.0,Y
2022-01-04,Nifty Midcap 100,30911.0,30980.65,30686.9,30870.35,618207062.0,9716.32,0.0,0.0,Y
2022-01-04,Nifty SMLCAP 250,10033.15,10048.85,9947.65,10018.45,680295949.0,9556.24,0.0,0.0,Y
2022-01-05,India VIX,16.12,17.38,15.0875,17.23,0.0,0.0,0.0,0.0,Y
2022-01-05,Nifty 50,17820.1,17944.7,17748.85,17925.25,251460038.0,23737.31,0.0,0.0,Y
2022-01-05,Nifty Midcap 100,30868.75,30971.3,30728.15,30917.55,576615640.0,10432.82,0.0,0.0,Y
2022-01-05,Nifty SMLCAP 250,10020.1,10048.25,9960.75,10024.3,495928914.0,8403.2,0.0,0.0,Y
2022-01-06,India VIX,17.2275,18.4175,16.4,17.98,0.0,0.0,0.0,0.0,Y
2022-01-06,Nifty 50,17768.5,17797.95,17655.55,17745.9,236454824.0,22643.82,0.0,0.0,Y
2022-01-06,Nifty Midcap 100,30701.3,30983.05,30566.75,30956.85,643818782.0,9868.47,0.0,0.0,Y
2022-01-06,Nifty SMLCAP 250,9964.5,10045.6,9919.25,10034.95,614395518.0,8604.34,0.0,0.0,Y
2022-01-07,India VIX,17.9775,18.09,16.86,17.6,0.0,0.0,0.0,0.0,Y
2022-01-07,Nifty 50,17797.6,17905.0,17704.55,17812.7,239338015.0,21447.89,0.0,0.0,Y
2022-01-07,Nifty Midcap 100,31054.05,31198.75,30892.55,31111.55,599502961.0,11075.03,0.0,0.0,Y
2022-01-07,Nifty SMLCAP 250,10079.4,10137.9,10013.4,10076.6,621635496.0,10174.12,0.0,0.0,Y
2022-01-10,India VIX,17.6025,18.39,15.8425,17.68,0.0,0.0,0.0,0.0,Y
2022-01-10,Nifty 50,17913.3,18017.45,17879.15,18003.3,232418075.0,20853.64,0.0,0.0,Y
2022-01-10,Nifty Midcap 100,31246.35,31408.45,31232.65,31371.65,554740736.0,9898.62,0.0,0.0,Y
2022-01-10,Nifty SMLCAP 250,10155.7,10228.9,10148.75,10218.3,626862793.0,10190.31,0.0,0.0,Y
2022-01-11,India VIX,17.6775,18.2475,16.4375,17.76,0.0,0.0,0.0,0.0,Y
2022-01-11,Nifty 50,17997.75,18081.25,17964.4,18055.75,220238796.0,20781.46,0.0,0.0,Y
2022-01-11,Nifty Midcap 100,31357.6,31537.6,31304.25,31400.4,2420026751.0,12418.38,0.0,0.0,Y
