Date,Symbol,Open,High,Low,Close,Volume,Turnover,52W High,52W Low,Index/Sector Data
2024-04-01,India VIX,12.8325,13.3575,12.005,12.08,0.0,0.0,0.0,0.0,Y
2024-04-01,Nifty 50,22455.0,22529.95,22427.75,22462.0,243637071.0,21420.69,0.0,0.0,Y
2024-04-01,Nifty Midcap 100,48463.15,48958.5,48388.85,48912.05,1284256923.0,18732.1,0.0,0.0,Y
2024-04-01,Nifty SMLCAP 250,14458.45,14776.05,14456.55,14762.15,602331653.0,16346.32,0.0,0.0,Y
2024-04-02,India VIX,12.0825,12.305,11.5975,11.65,0.0,0.0,0.0,0.0,Y
2024-04-02,Nifty 50,22458.8,22497.6,22388.15,22453.3,289524237.0,27940.93,0.0,0.0,Y
2024-04-02,Nifty Midcap 100,49117.3,49521.3,48918.45,49479.3,1433641113.0,23576.15,0.0,0.0,Y
2024-04-02,Nifty SMLCAP 250,14823.45,14923.05,14775.35,14908.3,606927556.0,16930.17,0.0,0.0,Y
2024-04-03,India VIX,11.6525,11.8275,11.3125,11.37,0.0,0.0,0.0,0.0,Y
2024-04-03,Nifty 50,22385.7,22521.1,22346.5,22434.65,309647491.0,30793.28,0.0,0.0,Y
2024-04-03,Nifty Midcap 100,49398.95,49801.4,49252.7,49736.7,1563949342.0,24862.41,0.0,0.0,Y
2024-04-03,Nifty SMLCAP 250,14916.75,15076.25,14893.2,15065.35,668702195.0,17996.25,0.0,0.0,Y
2024-04-04,India VIX,11.3725,11.8375,10.86,11.22,0.0,0.0,0.0,0.0,Y
2024-04-04,Nifty 50,22592.1,22619.0,22303.8,22514.65,400986156.0,40705.56,0.0,0.0,Y
2024-04-04,Nifty Midcap 100,50101.1,50152.35,49605.8,49743.8,1803097706.0,19793.59,0.0,0.0,Y
2024-04-04,Nifty SMLCAP 250,15189.95,15223.05,15086.6,15159.25,651313918.0,19397.02,0.0,0.0,Y
2024-04-05,India VIX,11.22,11.6825,11.035,11.34,0.0,0.0,0.0,0.0,Y
2024-04-05,Nifty 50,22486.4,22537.6,22427.6,22513.7,242244731.0,24797.82,0.0,0.0,Y
2024-04-05,Nifty Midcap 100,49791.75,50058.55,49678.75,50022.85,1487214531.0,19534.76,0.0,0.0,Y
2024-04-05,Nifty SMLCAP 250,15169.6,15268.55,15121.5,15248.2,667876268.0,17789.96,0.0,0.0,Y
2024-04-08,India VIX,11.3375,11.7425,11.1325,11.61,0.0,0.0,0.0,0.0,Y
2024-04-08,Nifty 50,22578.35,22697.3,22550.35,22666.3,227633561.0,22480.2,0.0,0.0,Y
2024-04-08,Nifty Midcap 100,50355.55,50361.05,49760.25,50041.4,1503120081.0,22847.85,0.0,0.0,Y
2024-04-08,Nifty SMLCAP 250,15354.6,15373.95,15267.0,15286.55,624032443.0,18181.62,0.0,0.0,Y
2024-04-09,India VIX,11.61,11.6125,10.6175,11.36,0.0,0.0,0.0,0.0,Y
2024-04-09,Nifty 50,22765.1,22768.4,22612.25,22642.75,232356772.0,21651.69,0.0,0.0,Y
2024-04-09,Nifty Midcap 100,50279.1,50309.6,49744.15,49894.7,1006134315.0,18978.47,0.0,0.0,Y
2024-04-09,Nifty SMLCAP 250,15376.55,15398.0,15215.25,15293.4,646568075.0,19268.49,0.0,0.0,Y
2024-04-10,India VIX,11.355,11.355,10.985,11.11,0.0,0.0,0.0,0.0,Y
2024-04-10,Nifty 50,22720.25,22775.7,22673.7,22753.8,276847931.0,25355.05,0.0,0.0,Y
2024-04-10,Nifty Midcap 100,50075.4,50443.15,49963.2,50380.4,1286291159.0,20867.59,0.0,0.0,Y
2024-04-10,Nifty SMLCAP 250,15349.4,15403.65,15264.9,15384.5,570499583.0,18671.54,0.0,0.0,Y
2024-04-12,India VIX,11.1075,11.605,11.1075,11.53,0.0,0.0,0.0,0.0,Y
2024-04-12,Nifty 50,22677.4,22726.45,22503.75,22519.4,357187778.0,36456.91,0.0,0.0,Y
2024-04-12,Nifty Midcap 100,50339.2,50590.2,50022.05,50067.55,1892259764.0,20800.22,0.0,0.0,Y
2024-04-12,Nifty SMLCAP 250,15381.2,15455.7,15302.95,15322.15,515114761.0,18430.04,0.0,0.0,Y
2024-04-15,India VIX,11.5325,12.7375,11.3075,12.47,0.0,0.0,0.0,0.0,Y
2024-04-15,Nifty 50,22339.05,22427.45,22259.55,22272.5,355465814.0,29474.59,0.0,0.0,Y
2024-04-15,Nifty Midcap 100,49105.0,49644.75,48785.85,49281.0,1673932286.0,20426.03,0.0,0.0,Y
2024-04-15,Nifty SMLCAP 250,15006.15,15201.75,14792.1,15086.65,633893332.0,19115.62,0.0,0.0,Y
2024-04-16,India VIX,12.4675,12.925,12.34,12.62,0.0,0.0,0.0,0.0,Y
2024-04-16,Nifty 50,22125.3,22213.75,22079.45,22147.9,317267066.0,28661.04,0.0,0.0,Y
2024-04-16,Nifty Midcap 100,48993.35,49550.3,48842.95,49236.65,1805735092.0,18129.37,0.0,0.0,Y
2024-04-16,Nifty SMLCAP 250,14995.9,15255.65,14971.05,15183.7,543296297.0,17320.08,0.0,0.0,Y
2024-04-18,India VIX,12.615,13.3875,12.0275,13.04,0.0,0.0,0.0,0.0,Y
2024-04-18,Nifty 50,22212.35,22326.5,21961.7,21995.85,456906707.0,43314.67,0.0,0.0,Y
2024-04-18,Nifty Midcap 100,49532.0,49731.2,48893.25,48995.7,1494915709.0,18839.39,0.0,0.0,Y
2024-04-18,Nifty SMLCAP 250,15271.7,15369.9,15149.8,15180.6,525521341.0,19798.83,0.0,0.0,Y
2024-04-19,India VIX,13.04,14.4125,11.915,13.46,0.0,0.0,0.0,0.0,Y
2024-04-19,Nifty 50,21861.5,22179.55,21777.65,22147.0,362530569.0,36073.63,0.0,0.0,Y
2024-04-19,Nifty Midcap 100,48548.4,48913.7,47952.7,48696.95,1474854521.0,17003.75,0.0,0.0,Y
2024-04-19,Nifty SMLCAP 250,15026.7,15216.9,14860.6,15162.2,485009475.0,16100.46,0.0,0.0,Y
2024-04-22,India VIX,13.4575,13.4575,12.6125,12.7,0.0,0.0,0.0,0.0,Y
2024-04-22,Nifty 50,22336.9,22375.65,22198.15,22336.4,279259571.0,26841.2,0.0,0.0,Y
2024-04-22,Nifty Midcap 100,49118.1,49215.85,48916.15,49096.4,2494942592.0,20234.0,0.0,0.0,Y
2024-04-22,Nifty SMLCAP 250,15282.5,15356.95,15254.0,15338.0,550513915.0,18347.6,0.0,0.0,Y
2024-04-23,India VIX,12.7,12.7,9.8575,10.2,0.0,0.0,0.0,0.0,Y
2024-04-23,Nifty 50,22447.05,22447.55,22349.45,22368.0,231520813.0,25651.64,0.0,0.0,Y
2024-04-23,Nifty Midcap 100,49396.45,49698.35,49291.9,49614.85,3649526754.0,24708.39,0.0,0.0,Y
2024-04-23,Nifty SMLCAP 250,15437.7,15497.55,15411.85,15486.0,671045706.0,23410.52,0.0,0.0,Y
2024-04-24,India VIX,10.195,11.1325,9.945,10.28,0.0,0.0,0.0,0.0,Y
2024-04-24,Nifty 50,22421.55,22476.45,22384.0,22402.4,235898642.0,21925.6,0.0,0.0,Y
2024-04-24,Nifty Midcap 100,49855.15,50050.4,49807.3,49991.9,2471088453.0,24604.4,0.0,0.0,Y
2024-04-24,Nifty SMLCAP 250,15584.7,15651.45,15571.75,15609.2,655569081.0,24736.93,0.0,0.0,Y
2024-04-25,India VIX,10.275,11.4575,10.26,10.73,0.0,0.0,0.0,0.0,Y
2024-04-25,Nifty 50,22316.9,22625.95,22305.25,22570.35,475044740.0,53803.8,0.0,0.0,Y
2024-04-25,Nifty Midcap 100,50010.35,50271.05,49822.35,50228.5,9309740046.0,34050.57,0.0,0.0,Y
2024-04-25,Nifty SMLCAP 250,15635.55,15755.25,15614.1,15739.15,640275776.0,22223.88,0.0,0.0,Y
2024-04-26,India VIX,10.73,11.315,10.5875,10.93,0.0,0.0,0.0,0.0,Y
2024-04-26,Nifty 50,22620.4,22620.4,22385.55,22419.95,329887340.0,36984.89,0.0,0.0,Y
