Date,Symbol,Open,High,Low,Close,Volume,Turnover,52W High,52W Low,Index/Sector Data
2020-12-01,India VIX,19.8175,21.235,19.245,20.18,0.0,0.0,0.0,0.0,Y
2020-12-01,Nifty 50,13062.2,13128.4,12962.8,13109.05,583633902.0,32917.26,0.0,0.0,Y
2020-12-01,Nifty Midcap 100,19912.1,19923.8,19775.15,19903.9,1354463994.0,12630.58,0.0,0.0,Y
2020-12-01,Nifty SMLCAP 250,5648.1,5683.1,5632.0,5669.5,450341420.0,4822.36,0.0,0.0,Y
2020-12-02,India VIX,20.1825,20.5525,17.9625,19.91,0.0,0.0,0.0,0.0,Y
2020-12-02,Nifty 50,13121.4,13128.5,12983.55,13113.75,717711761.0,34008.74,0.0,0.0,Y
2020-12-02,Nifty Midcap 100,19986.85,20026.65,19796.2,20001.7,1172518863.0,13304.45,0.0,0.0,Y
2020-12-02,Nifty SMLCAP 250,5698.6,5702.95,5647.75,5686.3,433013575.0,4297.21,0.0,0.0,Y
2020-12-03,India VIX,19.9075,19.9075,17.7225,19.0,0.0,0.0,0.0,0.0,Y
2020-12-03,Nifty 50,13215.3,13216.6,13107.9,13133.9,713688035.0,39627.71,0.0,0.0,Y
2020-12-03,Nifty Midcap 100,20138.0,20198.0,20061.0,20127.25,932458164.0,12900.67,0.0,0.0,Y
2020-12-03,Nifty SMLCAP 250,5724.95,5741.1,5719.3,5736.05,695113681.0,5312.18,0.0,0.0,Y
2020-12-04,India VIX,19.0,19.035,16.53,18.03,0.0,0.0,0.0,0.0,Y
2020-12-04,Nifty 50,13177.4,13280.05,13152.85,13258.55,640514315.0,36428.05,0.0,0.0,Y
2020-12-04,Nifty Midcap 100,20231.3,20325.15,19989.7,20197.3,1091351388.0,15223.86,0.0,0.0,Y
2020-12-04,Nifty SMLCAP 250,5769.7,5783.4,5718.65,5764.9,537620706.0,5335.29,0.0,0.0,Y
2020-12-07,India VIX,18.0275,18.315,16.95,18.03,0.0,0.0,0.0,0.0,Y
2020-12-07,Nifty 50,13264.85,13366.65,13241.95,13355.75,591722966.0,33578.64,0.0,0.0,Y
2020-12-07,Nifty Midcap 100,20262.4,20447.85,20252.8,20428.45,954582394.0,15052.91,0.0,0.0,Y
2020-12-07,Nifty SMLCAP 250,5798.45,5854.45,5797.25,5844.0,554220617.0,5478.69,0.0,0.0,Y
2020-12-08,India VIX,18.025,18.795,16.2675,18.62,0.0,0.0,0.0,0.0,Y
2020-12-08,Nifty 50,13393.85,13435.45,13311.05,13392.95,543165361.0,33755.81,0.0,0.0,Y
2020-12-08,Nifty Midcap 100,20608.9,20649.25,20235.3,20439.2,1430045623.0,14345.88,0.0,0.0,Y
2020-12-08,Nifty SMLCAP 250,5885.9,5897.35,5756.1,5828.6,664146657.0,6067.03,0.0,0.0,Y
2020-12-09,India VIX,18.6175,19.63,16.22,18.92,0.0,0.0,0.0,0.0,Y
2020-12-09,Nifty 50,13458.1,13548.9,13449.6,13529.1,502605319.0,28726.97,0.0,0.0,Y
2020-12-09,Nifty Midcap 100,20582.4,20640.9,20516.9,20563.45,1473029341.0,13066.16,0.0,0.0,Y
2020-12-09,Nifty SMLCAP 250,5861.6,5886.4,5855.3,5872.95,693837034.0,6586.19,0.0,0.0,Y
2020-12-10,India VIX,18.92,19.385,17.4225,18.71,0.0,0.0,0.0,0.0,Y
2020-12-10,Nifty 50,13488.5,13503.55,13399.3,13478.3,553402501.0,30400.2,0.0,0.0,Y
2020-12-10,Nifty Midcap 100,20562.75,20563.6,20230.05,20392.7,1361501920.0,13295.36,0.0,0.0,Y
2020-12-10,Nifty SMLCAP 250,5876.1,5876.25,5760.65,5835.55,452351060.0,4771.06,0.0,0.0,Y
2020-12-11,India VIX,18.7125,19.285,17.3625,18.79,0.0,0.0,0.0,0.0,Y
2020-12-11,Nifty 50,13512.3,13579.35,13402.85,13513.85,787707481.0,33696.57,0.0,0.0,Y
2020-12-11,Nifty Midcap 100,20468.7,20583.15,20299.1,20437.2,1445781313.0,12919.16,0.0,0.0,Y
2020-12-11,Nifty SMLCAP 250,5870.45,5908.35,5831.1,5865.25,442399712.0,4644.99,0.0,0.0,Y
2020-12-14,India VIX,18.79,19.6425,15.3275,19.4,0.0,0.0,0.0,0.0,Y
2020-12-14,Nifty 50,13571.45,13597.5,13472.45,13558.15,558390043.0,28133.58,0.0,0.0,Y
2020-12-14,Nifty Midcap 100,20550.7,20604.35,20477.05,20571.25,870477714.0,10608.44,0.0,0.0,Y
2020-12-14,Nifty SMLCAP 250,5912.9,5932.4,5887.9,5912.6,436349647.0,4573.62,0.0,0.0,Y
2020-12-15,India VIX,19.4025,19.8275,15.6925,19.35,0.0,0.0,0.0,0.0,Y
2020-12-15,Nifty 50,13547.2,13589.65,13447.05,13567.85,497600393.0,30828.33,0.0,0.0,Y
2020-12-15,Nifty Midcap 100,20569.55,20692.15,20388.35,20668.05,1199090676.0,12892.57,0.0,0.0,Y
2020-12-15,Nifty SMLCAP 250,5927.75,5935.35,5875.95,5925.1,370688986.0,4095.18,0.0,0.0,Y
2020-12-16,India VIX,19.345,19.3975,18.6075,19.2,0.0,0.0,0.0,0.0,Y
2020-12-16,Nifty 50,13663.1,13692.35,13606.45,13682.7,462151091.0,27460.18,0.0,0.0,Y
2020-12-16,Nifty Midcap 100,20786.2,20931.0,20779.05,20906.45,1060484004.0,14227.06,0.0,0.0,Y
2020-12-16,Nifty SMLCAP 250,5968.75,6001.4,5962.8,5981.8,457278234.0,5590.13,0.0,0.0,Y
