TradDt,BizDt,TckrSymb,SctySrs,OpnPric,HghPric,LwPric,ClsPric,PrvsClsgPric,TtlNbOfTxsExctd,TtlTradgVol,TtlTrfVal
2021-05-21,2021-05-21,ABB,A,1435.6,1442.0,1425.7,1433.85,1425.35,590,5027,7209618.0
2021-05-21,2021-05-21,AEGISLOG,A,327.6,342.1,327.6,332.45,327.6,1910,27275,9146462.0
2021-05-21,2021-05-21,ARE&M,A,792.0,796.0,785.15,791.65,790.7,4897,126475,100068457.0
2021-05-21,2021-05-21,AMBALALSA,X,47.75,49.5,47.45,48.3,45.2,12706,2751850,132961485.0
2021-05-21,2021-05-21,HDFC,A,2465.0,2524.5,2458.05,2515.7,2445.05,15027,214833,537514296.0
2021-05-21,2021-05-21,ANDHRAPET,X,74.25,76.45,74.25,74.9,74.2,698,169396,12791679.0
2021-05-21,2021-05-21,ANSALAPI,B,6.21,6.21,5.78,5.78,6.08,119,70073,415772.0
2021-05-21,2021-05-21,UTIQUE,X,2.45,2.57,2.45,2.57,2.45,22,5485,14066.0
2021-05-21,2021-05-21,ARUNAHTEL,XT,9.52,9.52,9.52,9.52,9.07,3,70,666.0
2021-05-21,2021-05-21,BOMDYEING,A,78.5,79.2,76.7,77.05,77.9,1462,156045,12143336.0
2021-05-21,2021-05-21,ASIANHOTNR,B,70.0,71.45,69.0,71.0,69.7,93,7557,529646.0
2021-05-21,2021-05-21,ATUL,A,8497.0,8593.75,8440.0,8572.05,8517.1,471,1005,8567085.0
2021-05-21,2021-05-21,ATVPR,XT,5.88,6.17,5.88,6.09,5.88,180,75462,461146.0
2021-05-21,2021-05-21,BAJAJELEC,A,1133.7,1183.8,1125.05,1132.95,1143.45,1727,16998,19481550.0
2021-05-21,2021-05-21,BAJAJHIND,A,11.05,11.3,10.88,10.88,11.45,2730,2410682,26432374.0
2021-05-21,2021-05-21,FORCEMOT,A,1248.85,1290.25,1243.2,1253.9,1235.55,1113,8160,10346110.0
2021-05-21,2021-05-21,BAJFINANCE,A,5640.0,5695.0,5589.05,5630.8,5590.0,9632,85151,480506795.0
2021-05-21,2021-05-21,BALRAMCHIN,A,308.1,311.5,302.25,302.95,312.8,3390,82317,25114639.0
2021-05-21,2021-05-21,BANCOINDIA,B,150.9,167.4,150.9,165.25,148.75,2033,103919,16976202.0
2021-05-21,2021-05-21,ABREL,A,505.15,510.05,497.4,501.3,496.05,2161,74106,37282321.0
2021-05-21,2021-05-21,BANARISUG,A,1826.65,1847.95,1826.65,1837.7,1832.2,54,112,205940.0
2021-05-21,2021-05-21,BASF,A,2487.25,2488.55,2430.35,2442.35,2466.8,458,2175,5355949.0
2021-05-21,2021-05-21,BATAINDIA,A,1479.0,1503.35,1465.7,1484.45,1473.95,3067,51737,77071516.0
2021-05-21,2021-05-21,BEML,A,1325.0,1357.0,1306.1,1314.8,1323.85,2780,59273,79130486.0
2021-05-21,2021-05-21,BEL,A,158.4,158.95,156.3,157.55,156.8,7760,878033,138525945.0
2021-05-21,2021-05-21,BEPL,A,165.0,165.9,160.7,161.2,162.45,1063,63994,10433912.0
2021-05-21,2021-05-21,TATASTLBSL,B,99.15,100.8,98.3,98.7,98.15,12994,1041099,103566097.0
2021-05-21,2021-05-21,BIHSPONG,XT,5.51,5.51,5.51,5.51,5.41,49,27989,154219.0
2021-05-21,2021-05-21,BIRLACABLE,B,79.0,79.1,76.0,76.4,77.45,568,18227,1413527.0
2021-05-21,2021-05-21,BLUESTARCO,A,803.35,819.0,803.35,807.75,803.15,308,4077,3317106.0
2021-05-21,2021-05-21,DISAQ,X,4678.95,4680.0,4400.0,4493.55,4996.15,532,2976,13432604.0
2021-05-21,2021-05-21,QUESTCAP,XT,191.1,194.9,191.1,193.85,192.3,25,3582,691555.0
2021-05-21,2021-05-21,BPL,B,35.7,37.45,35.5,37.45,35.7,701,138187,5143463.0
2021-05-21,2021-05-21,OAL,B,795.9,808.35,788.0,793.1,794.6,89,590,470615.0
2021-05-21,2021-05-21,CENTEXT,B,6.61,6.66,6.35,6.36,6.45,78,41036,267966.0
2021-05-21,2021-05-21,CESC,A,689.0,701.35,680.05,689.45,685.0,2280,43460,30014417.0
2021-05-21,2021-05-21,CHAMBLFERT,A,295.0,295.8,283.4,286.65,292.25,2126,47099,13507425.0
2021-05-21,2021-05-21,EXIDEIND,A,186.8,188.55,186.6,187.1,186.8,1967,122508,22976043.0
2021-05-21,2021-05-21,CIPLA,A,931.55,935.0,922.05,926.85,924.6,13868,401798,372786310.0
2021-05-21,2021-05-21,DICIND,B,397.95,404.0,395.1,395.1,394.45,54,813,324261.0
2021-05-21,2021-05-21,CRISIL,A,1911.2,1917.3,1855.3,1902.35,1907.2,438,3802,7181722.0
2021-05-21,2021-05-21,CGPOWER,B,86.7,90.0,86.7,88.15,87.75,1563,144910,12879437.0
2021-05-21,2021-05-21,DABUR,A,539.8,540.0,535.0,536.6,535.7,1390,44985,24184433.0
2021-05-21,2021-05-21,DALMIASUG,A,340.0,342.0,328.2,332.25,347.05,1602,45717,15245898.0
2021-05-21,2021-05-21,ARVIND,A,79.5,79.65,77.45,77.9,78.45,2049,160009,12562969.0
2021-05-21,2021-05-21,BALARPURIND,Z,1.24,1.24,1.17,1.21,1.19,256,921866,1112391.0
2021-05-21,2021-05-21,BHEL,A,73.5,73.75,71.75,72.2,72.5,9962,3046117,221432406.0
2021-05-21,2021-05-21,HINDPETRO,A,282.0,288.15,274.4,276.15,266.45,22152,1450927,406126088.0
2021-05-21,2021-05-21,IFCI,A,11.1,11.49,11.1,11.28,11.13,11567,384851,4360387.0
2021-05-21,2021-05-21,MTNL,B,18.1,18.1,17.55,17.65,17.6,467,104270,1850710.0
2021-05-21,2021-05-21,MRPL,A,51.2,53.15,49.35,51.65,50.15,3273,796599,40969689.0
2021-05-21,2021-05-21,CHENNPETRO,A,122.0,131.1,121.7,129.1,121.2,8605,516126,66139512.0
2021-05-21,2021-05-21,RELCAPITAL,B,11.34,11.59,11.15,11.33,11.34,989,506035,5792199.0
2021-05-21,2021-05-21,SBIN,A,390.45,404.4,378.1,401.1,384.55,78920,9416849,3704489084.0
2021-05-21,2021-05-21,SAIL,A,121.75,124.8,121.4,122.05,121.5,19334,3828474,470753675.0
2021-05-21,2021-05-21,TITAN,A,1553.0,1553.6,1535.25,1539.15,1531.35,2381,57015,88015583.0
2021-05-21,2021-05-21,IDBI,A,38.85,39.2,38.55,38.75,38.55,2043,956108,37122674.0
2021-05-21,2021-05-21,DCW,B,39.5,39.6,36.0,36.85,39.0,1997,493709,18784817.0
2021-05-21,2021-05-21,DHAMPURSUG,A,331.0,334.8,321.6,323.4,339.4,2534,77192,25224942.0
2021-05-21,2021-05-21,DIAMINESQ,X,302.95,302.95,291.25,296.4,293.0,473,17845,5263572.0
2021-05-21,2021-05-21,ELANTAS,A,3731.4,3768.7,3655.6,3710.15,3725.1,151,960,3564394.0
2021-05-21,2021-05-21,DRREDDY,A,5265.0,5268.55,5195.5,5216.75,5236.3,3901,42062,219345727.0
2021-05-21,2021-05-21,EIDPARRY,A,402.3,421.2,402.3,417.15,423.0,1695,45272,18854841.0
2021-05-21,2021-05-21,PGHL,A,5845.0,5898.0,5800.0,5873.85,5834.6,735,2507,14700349.0
2021-05-21,2021-05-21,ELECTCAST,B,32.2,32.8,31.25,32.5,32.85,948,231425,7435966.0
2021-05-21,2021-05-21,ESABINDIA,A,1893.3,1925.05,1852.0,1887.15,1868.5,320,1956,3721872.0
2021-05-21,2021-05-21,EPL,A,248.0,254.8,242.65,245.3,248.05,1114,30593,7560555.0
2021-05-21,2021-05-21,ESTER,B,144.75,148.0,141.4,144.8,142.8,1302,61969,8980446.0
2021-05-21,2021-05-21,FGP,X,1.43,1.43,1.43,1.43,1.41,13,2043,2921.0
2021-05-21,2021-05-21,PHCAP,X,29.5,29.5,27.1,27.1,28.5,3,98,2686.0
2021-05-21,2021-05-21,FINCABLES,A,388.0,394.0,383.7,385.7,384.05,878,12997,5039478.0
2021-05-21,2021-05-21,COCKERILL,X,915.0,965.0,915.0,960.05,956.25,34,1263,1216000.0
2021-05-21,2021-05-21,UFLEX,A,444.6,465.0,444.6,445.2,441.7,1053,17295,7739630.0
2021-05-21,2021-05-21,FOSECOIND,B,1405.0,1419.0,1377.95,1394.0,1404.3,58,112,155928.0
2021-05-21,2021-05-21,GOLDENTOBC,B,46.05,47.9,45.1,46.05,45.95,29,5834,273507.0
2021-05-21,2021-05-21,GANESHBE,X,72.5,72.95,69.0,70.5,71.25,385,50485,3599890.0
2021-05-21,2021-05-21,METROGLOBL,X,65.0,68.15,61.0,63.0,63.45,96,3781,241766.0
2021-05-21,2021-05-21,GTL,B,7.04,7.16,6.92,7.02,7.04,147,11027,77813.0
2021-05-21,2021-05-21,GODFRYPHLP,A,902.0,923.8,882.0,903.1,893.55,3206,70498,63527342.0
2021-05-21,2021-05-21,GODREJIND,A,575.0,582.65,556.0,564.45,559.45,2592,67873,38822281.0
2021-05-21,2021-05-21,KANSAINER,A,558.0,562.7,555.0,558.65,558.85,822,12548,7005479.0
2021-05-21,2021-05-21,GOODRICKE,X,260.0,271.0,260.0,261.0,261.05,286,46192,12212942.0
2021-05-21,2021-05-21,GOODYEAR,A,925.0,944.9,921.0,931.55,916.6,597,3927,3652944.0
2021-05-21,2021-05-21,GTNINDS,X,13.0,13.5,12.6,12.7,12.59,40,8723,111526.0
2021-05-21,2021-05-21,GHCL,A,260.8,267.5,258.0,259.2,256.85,707,22877,6012492.0
2021-05-21,2021-05-21,GFLLIMITED,A,72.2,72.3,71.15,72.0,72.3,38,2247,161114.0
2021-05-21,2021-05-21,GLFL,B,2.25,2.26,2.25,2.26,2.16,10,5105,11537.0
2021-05-21,2021-05-21,HCL-INSYS,B,9.59,9.59,9.25,9.31,9.42,698,141441,1328777.0
2021-05-21,2021-05-21,HDFCBANK,A,1440.1,1501.0,1440.1,1497.0,1432.85,36883,832296,1231693272.0
2021-05-21,2021-05-21,HEROMOTOCO,A,2875.0,2889.0,2835.0,2885.6,2865.15,3873,31009,88964859.0
2021-05-21,2021-05-21,HFCL,A,44.85,50.65,44.85,49.15,44.4,22268,8098153,394858104.0
2021-05-21,2021-05-21,HSCL,A,50.1,50.8,49.4,49.75,49.85,2060,454508,22783135.0
2021-05-21,2021-05-21,HCC,A,9.3,9.75,9.15,9.56,9.17,3373,3688554,35187183.0
2021-05-21,2021-05-21,HINDOILEXP,A,111.75,115.5,110.55,113.0,109.55,1138,65982,7488045.0
2021-05-21,2021-05-21,AGI,B,200.15,207.65,200.15,203.35,204.45,618,20846,4258005.0
2021-05-21,2021-05-21,HINDZINC,A,350.4,354.4,342.5,344.15,344.45,5669,209936,73215905.0
2021-05-21,2021-05-21,NDLVENTURE,B,535.0,540.0,525.75,529.35,524.0,117,1224,650294.0
2021-05-21,2021-05-21,HMT,Z,26.5,29.05,26.5,28.4,27.75,46,5141,146263.0
2021-05-21,2021-05-21,PRAGBOS,XT,1.9,1.92,1.79,1.92,1.83,25,7393,14060.0
2021-05-21,2021-05-21,HLVLTD,B,6.4,7.0,6.4,6.76,6.67,233,107952,737869.0
2021-05-21,2021-05-21,IGPL,B,535.0,562.95,533.15,550.2,532.3,2317,32851,18005558.0
2021-05-21,2021-05-21,INDIAGLYCO,A,498.0,503.25,491.4,494.0,490.75,1752,58343,28944091.0
2021-05-21,2021-05-21,INDLEASE,X,11.02,11.02,11.02,11.02,10.5,1,1,11.0
2021-05-21,2021-05-21,MARGOFIN,X,9.21,9.99,9.21,9.93,9.6,12,2590,25717.0
2021-05-21,2021-05-21,INDORAMA,B,54.6,55.2,52.0,52.0,53.6,632,51373,2718108.0
2021-05-21,2021-05-21,INFY,A,1349.0,1357.0,1346.1,1354.7,1339.45,16320,480568,649413646.0
2021-05-21,2021-05-21,INGERRAND,A,835.0,840.0,818.8,822.65,823.95,939,10683,8832240.0
2021-05-21,2021-05-21,INSILCOLTD,X,8.04,8.04,7.61,7.83,7.69,97,32180,249652.0
2021-05-21,2021-05-21,INTEGFINSE,XT,34.0,34.65,31.55,32.0,33.0,21,6944,236212.0
2021-05-21,2021-05-21,ITHL,X,65.0,70.0,65.0,66.1,62.45,252,29597,1979663.0
2021-05-21,2021-05-21,IONEXCHANG,A,1395.0,1416.05,1359.0,1367.5,1380.05,1400,15072,20843914.0
2021-05-21,2021-05-21,SUNDROP,A,979.0,983.0,955.0,968.25,962.7,362,3747,3640319.0
2021-05-21,2021-05-21,JISLJALEQS,A,22.2,23.05,22.1,22.5,22.1,1884,755426,17070174.0
2021-05-21,2021-05-21,JASCH,X,84.25,90.5,83.15,89.85,83.05,1417,76451,6756475.0
2021-05-21,2021-05-21,JCTLTD,X,1.37,1.37,1.29,1.34,1.33,673,1965858,2619973.0
2021-05-21,2021-05-21,JINDALPOLY,A,895.0,902.55,860.0,871.15,859.6,1684,36907,32646363.0
2021-05-21,2021-05-21,JSWSTEEL,A,701.0,706.4,694.95,697.8,694.3,6543,303944,212680067.0
2021-05-21,2021-05-21,UMANGDAIRY,B,76.05,78.5,75.05,75.6,77.4,770,25700,1952919.0
2021-05-21,2021-05-21,KAJARIACER,A,920.0,934.0,900.1,930.25,910.45,2890,44472,41288962.0
2021-05-21,2021-05-21,KAKATCEM,B,259.05,282.0,258.85,261.0,259.05,1462,20829,5607595.0
2021-05-21,2021-05-21,KSL,A,404.0,411.2,398.7,402.1,396.0,999,16834,6826552.0
2021-05-21,2021-05-21,KANELIND,XT,2.01,2.01,2.0,2.0,2.01,6,181,363.0
2021-05-21,2021-05-21,WHIRLPOOL,A,2124.9,2144.8,2067.1,2120.6,2099.05,2448,13874,29349042.0
2021-05-21,2021-05-21,KGDENIM,XT,40.0,41.0,39.4,39.9,39.7,78,8760,353568.0
