TradDt,BizDt,TckrSymb,SctySrs,OpnPric,HghPric,LwPric,ClsPric,PrvsClsgPric,TtlNbOfTxsExctd,TtlTradgVol,TtlTrfVal
2021-12-20,2021-12-20,ABB,A,2181.25,2183.25,2078.05,2123.65,2200.4,3050,17493,37321671.0
2021-12-20,2021-12-20,AEGISLOG,A,217.0,228.55,212.15,225.5,221.3,2983,95692,21031364.0
2021-12-20,2021-12-20,ARE&M,A,617.0,617.45,584.45,591.5,618.5,17779,186068,110677806.0
2021-12-20,2021-12-20,AMBALALSA,X,29.0,29.25,28.05,28.35,28.7,704,135958,3864036.0
2021-12-20,2021-12-20,HDFC,A,2597.0,2597.0,2507.0,2549.9,2617.2,4670,539867,1409320743.0
2021-12-20,2021-12-20,ANDHRAPET,B,123.6,123.6,119.5,119.5,125.75,1161,139593,16698517.0
2021-12-20,2021-12-20,ANSALAPI,T,12.34,13.3,12.34,12.34,12.98,63,12422,153337.0
2021-12-20,2021-12-20,UTIQUE,X,8.19,8.19,7.41,8.15,7.8,1711,589527,4712202.0
2021-12-20,2021-12-20,ARUNAHTEL,XT,9.4,9.4,8.55,8.68,8.97,42,9446,83986.0
2021-12-20,2021-12-20,BOMDYEING,A,95.55,95.6,88.55,90.7,96.55,5349,801873,73231897.0
2021-12-20,2021-12-20,ASIANHOTNR,B,73.0,73.0,68.0,70.1,75.0,96,4933,351261.0
2021-12-20,2021-12-20,ATUL,A,8400.0,8511.7,8302.3,8480.0,8504.0,977,1503,12620501.0
2021-12-20,2021-12-20,ATVPR,XT,12.95,13.7,12.95,13.21,13.63,110,39769,521029.0
2021-12-20,2021-12-20,BAJAJELEC,A,1266.9,1323.95,1258.55,1289.0,1319.75,7696,71540,92262098.0
2021-12-20,2021-12-20,BAJAJHIND,A,13.65,13.65,13.14,13.28,13.83,3328,1519291,20095236.0
2021-12-20,2021-12-20,FORCEMOT,A,1226.0,1240.0,1189.55,1202.05,1263.45,2088,10631,12862279.0
2021-12-20,2021-12-20,BAJFINANCE,A,6831.0,6850.0,6493.65,6633.75,6901.9,37236,148101,978518553.0
2021-12-20,2021-12-20,BALRAMCHIN,A,311.75,312.85,299.5,309.85,316.0,4016,94558,28874423.0
2021-12-20,2021-12-20,BANCOINDIA,B,165.0,170.0,162.7,163.95,170.8,2227,20906,3433988.0
2021-12-20,2021-12-20,ABREL,A,825.0,825.0,775.35,790.9,827.05,1801,18817,14977419.0
2021-12-20,2021-12-20,BANARISUG,A,2485.0,2522.0,2397.6,2484.25,2557.25,112,664,1618303.0
2021-12-20,2021-12-20,BASF,A,2790.0,2790.0,2702.5,2751.7,2805.5,699,2449,6705374.0
2021-12-20,2021-12-20,BATAINDIA,A,1850.0,1850.0,1780.0,1814.05,1852.95,5266,60620,110373431.0
2021-12-20,2021-12-20,BEML,A,1705.0,1729.85,1656.9,1707.65,1784.95,3596,26185,44282178.0
2021-12-20,2021-12-20,BEL,A,201.2,201.2,191.95,194.9,201.2,1651,159266,31181207.0
2021-12-20,2021-12-20,BEPL,A,164.65,164.65,156.3,157.1,164.15,1401,54037,8555436.0
2021-12-20,2021-12-20,BIHSPONG,XT,10.2,10.2,10.06,10.06,10.58,93,15274,154403.0
2021-12-20,2021-12-20,BIRLACABLE,B,84.2,84.25,79.2,81.75,84.2,173,3917,318084.0
2021-12-20,2021-12-20,BLUESTARCO,A,1008.95,1013.65,967.75,1003.85,1015.1,737,4189,4141523.0
2021-12-20,2021-12-20,DISAQ,X,5670.0,5750.0,5525.1,5635.35,5735.3,187,943,5332275.0
2021-12-20,2021-12-20,QUESTCAP,X,230.0,249.95,230.0,237.0,228.85,58,910,216683.0
2021-12-20,2021-12-20,BPL,T,65.1,67.0,64.4,64.4,67.75,391,29825,1923963.0
2021-12-20,2021-12-20,OAL,B,722.0,722.0,676.3,708.0,722.15,337,2437,1670925.0
2021-12-20,2021-12-20,CENTEXT,B,10.71,11.12,10.3,10.53,11.28,335,88742,942264.0
2021-12-20,2021-12-20,CESC,A,83.5,83.6,80.65,81.25,84.65,6691,369642,30407186.0
2021-12-20,2021-12-20,CHAMBLFERT,A,382.25,382.25,353.9,373.15,387.1,4903,159112,58834895.0
2021-12-20,2021-12-20,EXIDEIND,A,159.0,159.0,152.65,155.3,160.05,15200,507769,78884513.0
2021-12-20,2021-12-20,CIPLA,A,865.95,898.0,862.65,892.75,859.85,6163,197738,174728063.0
2021-12-20,2021-12-20,DICIND,B,400.1,400.1,367.5,372.45,401.05,260,2792,1056792.0
2021-12-20,2021-12-20,CRISIL,A,2851.9,2989.0,2851.9,2903.7,3000.6,1137,3443,9946622.0
2021-12-20,2021-12-20,CGPOWER,T,169.6,175.0,163.3,166.45,171.85,1186,105164,17539322.0
2021-12-20,2021-12-20,DABUR,A,564.8,564.8,550.45,558.3,564.8,6451,73148,40615379.0
2021-12-20,2021-12-20,DALMIASUG,A,361.0,363.2,347.5,355.2,371.1,1598,13853,4912418.0
2021-12-20,2021-12-20,ARVIND,A,112.15,112.15,105.6,107.45,112.15,2019,130709,14069738.0
2021-12-20,2021-12-20,BALARPURIND,Z,2.04,2.04,1.86,1.91,1.95,2550,10365039,19906318.0
2021-12-20,2021-12-20,BHEL,A,59.95,59.95,56.1,57.05,60.15,23701,5138055,296016749.0
2021-12-20,2021-12-20,HINDPETRO,A,287.0,287.0,274.8,276.35,287.45,7140,354843,98698512.0
2021-12-20,2021-12-20,IFCI,A,15.1,16.0,14.25,14.97,15.8,11916,3398767,50547638.0
2021-12-20,2021-12-20,MTNL,B,26.85,28.3,24.9,25.2,26.9,8326,2992203,79086490.0
2021-12-20,2021-12-20,MRPL,A,43.1,43.85,41.0,41.75,44.15,1575,176315,7432314.0
