TradDt,BizDt,TckrSymb,SctySrs,OpnPric,HghPric,LwPric,ClsPric,PrvsClsgPric,TtlNbOfTxsExctd,TtlTradgVol,TtlTrfVal
2023-03-31,2023-03-31,ABB,A,3382.05,3418.75,3345.0,3365.5,3393.65,1788,8697,29414827.0
2023-03-31,2023-03-31,AEGISLOG,A,376.05,385.0,371.7,378.95,376.45,3250,86756,32815662.0
2023-03-31,2023-03-31,ARE&M,A,571.8,581.35,571.8,579.2,570.8,2961,44919,25956342.0
2023-03-31,2023-03-31,AMBALALSA,X,20.76,21.0,20.37,20.51,20.76,377,115351,2382756.0
2023-03-31,2023-03-31,HDFC,A,2603.0,2632.75,2593.75,2627.35,2602.75,4073,60960,159316026.0
2023-03-31,2023-03-31,ANDHRAPET,X,48.25,49.9,48.25,49.03,48.11,931,176760,8690294.0
2023-03-31,2023-03-31,UTIQUE,X,4.4,4.4,4.0,4.19,4.32,162,48464,202523.0
2023-03-31,2023-03-31,ARUNAHTEL,X,13.74,13.99,13.3,13.3,13.55,13,1352,18470.0
2023-03-31,2023-03-31,BOMDYEING,B,58.47,58.96,56.6,56.8,56.51,1176,118450,6840253.0
2023-03-31,2023-03-31,ASIANHOTNR,B,113.53,113.53,113.53,113.53,103.21,81,9824,1115318.0
2023-03-31,2023-03-31,ATUL,A,7015.1,7047.25,6955.0,6960.9,7007.05,273,603,4217808.0
2023-03-31,2023-03-31,ATVPR,XT,7.25,7.27,6.76,7.01,6.93,61,6579,46298.0
2023-03-31,2023-03-31,BAJAJELEC,A,1093.0,1111.5,1039.0,1052.1,1103.1,2646,535450,575582166.0
2023-03-31,2023-03-31,BAJAJHIND,A,12.81,13.3,12.8,12.9,12.68,1896,1259538,16380779.0
2023-03-31,2023-03-31,FORCEMOT,B,1135.1,1196.05,1135.1,1166.5,1146.3,814,4894,5751158.0
2023-03-31,2023-03-31,BAJFINANCE,A,5674.0,5689.0,5586.1,5615.4,5628.65,10712,65821,369794957.0
2023-03-31,2023-03-31,BALRAMCHIN,A,379.4,398.3,379.4,396.0,374.75,2874,135058,53018042.0
2023-03-31,2023-03-31,BANCOINDIA,B,217.15,229.0,217.15,225.05,217.95,840,35547,8058460.0
2023-03-31,2023-03-31,ABREL,A,640.05,650.95,630.8,634.05,645.4,706,7715,4970743.0
2023-03-31,2023-03-31,BANARISUG,B,2780.25,2780.25,2704.05,2721.2,2716.7,57,104,287331.0
2023-03-31,2023-03-31,BASF,A,2236.85,2281.95,2236.85,2278.95,2236.2,262,643,1453421.0
2023-03-31,2023-03-31,BATAINDIA,A,1401.05,1433.15,1401.05,1419.0,1406.2,1338,13035,18544577.0
2023-03-31,2023-03-31,BEML,A,1269.9,1278.7,1249.85,1256.7,1247.3,921,6994,8840077.0
2023-03-31,2023-03-31,BEL,A,94.8,98.35,94.75,97.55,91.49,8857,2126223,207010514.0
2023-03-31,2023-03-31,BEPL,A,97.0,100.0,95.55,97.85,96.3,1851,147671,14438981.0
2023-03-31,2023-03-31,BIHSPONG,XT,8.25,8.79,7.97,8.49,8.38,121,86692,722418.0
2023-03-31,2023-03-31,BILVYAPAR,B,28.33,28.33,28.33,28.33,29.82,9,776,21984.0
2023-03-31,2023-03-31,BIRLACABLE,B,125.2,127.0,120.45,124.55,120.3,208,2966,368464.0
2023-03-31,2023-03-31,BLUESTARCO,A,1375.6,1389.55,1358.2,1377.75,1371.95,355,1602,2209181.0
2023-03-31,2023-03-31,DISAQ,X,7835.0,7995.9,7830.0,7926.9,7826.75,13,52,411259.0
2023-03-31,2023-03-31,QUESTCAP,X,227.0,228.0,216.05,224.25,228.3,58,7274,1641396.0
2023-03-31,2023-03-31,BPL,B,51.9,55.45,51.9,53.41,51.6,332,21204,1136048.0
2023-03-31,2023-03-31,OAL,B,344.1,358.0,342.0,351.75,324.95,242,2335,821431.0
2023-03-31,2023-03-31,CENTEXT,B,7.35,8.4,7.35,8.21,7.89,110,9888,80414.0
2023-03-31,2023-03-31,CESC,A,66.01,67.4,65.91,66.53,65.95,1861,223448,14913956.0
2023-03-31,2023-03-31,CHAMBLFERT,A,259.3,267.45,259.3,264.05,259.05,2022,161407,42653914.0
2023-03-31,2023-03-31,EXIDEIND,A,176.9,180.15,176.9,178.0,176.95,1252,43196,7728543.0
2023-03-31,2023-03-31,CIPLA,A,885.45,902.9,885.45,900.65,887.85,4684,76126,68275961.0
2023-03-31,2023-03-31,DICIND,B,378.8,385.75,372.05,374.95,372.5,56,1562,586787.0
2023-03-31,2023-03-31,CRISIL,A,3198.55,3262.8,3185.0,3212.4,3245.75,606,1652,5315991.0
2023-03-31,2023-03-31,CGPOWER,A,309.25,309.25,297.95,300.05,304.9,1410,60826,18272999.0
