TradDt,BizDt,TckrSymb,SctySrs,OpnPric,HghPric,LwPric,ClsPric,PrvsClsgPric,TtlNbOfTxsExctd,TtlTradgVol,TtlTrfVal
2023-10-11,2023-10-11,ABB,A,4239.95,4239.95,4171.0,4187.65,4189.15,506,2890,12135108.0
2023-10-11,2023-10-11,AEGISLOG,A,323.3,325.35,322.55,323.45,323.3,340,7060,2287772.0
2023-10-11,2023-10-11,ARE&M,A,635.45,646.95,635.45,641.95,635.25,3234,43445,27923023.0
2023-10-11,2023-10-11,AMBALALSA,XT,42.97,42.97,42.97,42.97,42.13,241,152033,6532858.0
2023-10-11,2023-10-11,ANDHRAPET,X,75.01,77.19,75.01,75.91,74.58,495,75552,5730317.0
2023-10-11,2023-10-11,UTIQUE,X,6.01,6.3,5.9,6.1,6.01,181,57213,347271.0
2023-10-11,2023-10-11,ARUNAHTEL,X,15.5,15.5,14.49,14.7,15.0,99,16271,242306.0
2023-10-11,2023-10-11,BOMDYEING,A,151.4,157.85,150.55,154.5,149.95,4025,335099,51810486.0
2023-10-11,2023-10-11,ASIANHOTNR,B,130.85,139.95,129.5,133.05,133.5,410,13417,1754149.0
2023-10-11,2023-10-11,ATUL,A,6883.0,7041.0,6883.0,6897.3,6882.9,590,1359,9452569.0
2023-10-11,2023-10-11,ATVPR,XT,14.54,15.12,14.54,15.12,14.83,99,67455,1011624.0
2023-10-11,2023-10-11,BAJAJELEC,A,1074.95,1075.0,1058.2,1061.85,1060.4,563,3048,3249911.0
2023-10-11,2023-10-11,BAJAJHIND,A,25.42,25.75,25.02,25.34,25.14,3103,1023716,25930597.0
2023-10-11,2023-10-11,FORCEMOT,B,4019.0,4031.5,3924.0,3932.75,3987.45,578,1743,6922066.0
2023-10-11,2023-10-11,BAJFINANCE,A,8105.15,8171.0,8093.05,8098.4,8081.95,2180,81095,658946094.0
2023-10-11,2023-10-11,BALRAMCHIN,A,425.55,429.15,416.5,420.55,424.7,1623,46765,19789801.0
2023-10-11,2023-10-11,BANCOINDIA,B,504.4,504.4,464.95,477.7,493.3,1924,22197,10682561.0
2023-10-11,2023-10-11,ABREL,A,1155.05,1182.25,1145.7,1174.2,1147.8,1877,32490,37812098.0
2023-10-11,2023-10-11,BANARISUG,B,2615.15,2667.35,2556.6,2635.85,2555.5,80,902,2373416.0
2023-10-11,2023-10-11,BASF,A,2547.0,2573.65,2538.4,2556.1,2546.4,236,658,1683653.0
2023-10-11,2023-10-11,BATAINDIA,A,1659.4,1666.1,1632.15,1634.0,1643.1,478,2049,3381820.0
2023-10-11,2023-10-11,BEML,A,2344.95,2361.45,2327.65,2333.1,2334.05,288,2033,4761347.0
2023-10-11,2023-10-11,BEL,A,139.9,140.45,137.5,137.8,139.85,4300,300892,41783140.0
2023-10-11,2023-10-11,BEPL,B,92.0,93.7,91.44,91.83,91.73,1988,40770,3781590.0
2023-10-11,2023-10-11,BIHSPONG,XT,11.05,11.05,10.55,10.61,10.73,241,71407,767944.0
2023-10-11,2023-10-11,BILVYAPAR,T,14.99,14.99,14.8,14.91,14.7,17,5307,79194.0
2023-10-11,2023-10-11,BIRLACABLE,B,329.95,334.95,316.4,334.95,319.0,478,23502,7830760.0
2023-10-11,2023-10-11,BLUESTARCO,A,860.1,888.0,860.1,882.45,865.25,760,6281,5488279.0
2023-10-11,2023-10-11,DISAQ,B,13450.0,13679.95,13415.95,13551.5,13584.55,68,155,2095999.0
2023-10-11,2023-10-11,QUESTCAP,X,255.2,272.95,255.2,262.0,266.5,6,536,141496.0
2023-10-11,2023-10-11,BPL,B,78.98,82.5,78.25,81.4,77.98,887,39152,3177331.0
2023-10-11,2023-10-11,OAL,B,375.05,375.8,364.1,366.05,367.9,369,4561,1687949.0
2023-10-11,2023-10-11,CENTEXT,T,15.98,16.56,15.78,16.56,15.78,183,49655,815480.0
2023-10-11,2023-10-11,CESC,A,88.26,90.2,88.26,88.51,88.12,2722,335077,29864504.0
2023-10-11,2023-10-11,CHAMBLFERT,A,286.75,288.4,284.0,284.55,284.2,4745,266968,76479319.0
2023-10-11,2023-10-11,EXIDEIND,A,258.65,265.3,258.65,262.95,258.4,6300,210433,55275721.0
2023-10-11,2023-10-11,CIPLA,A,1147.05,1174.7,1147.05,1170.8,1155.0,1514,25406,29595167.0
2023-10-11,2023-10-11,DICIND,B,434.5,444.9,426.4,429.4,433.2,77,309,134826.0
2023-10-11,2023-10-11,CRISIL,A,4144.95,4145.0,3950.05,3975.55,4072.7,903,3551,14362700.0
