TradDt,BizDt,TckrSymb,SctySrs,OpnPric,HghPric,LwPric,ClsPric,PrvsClsgPric,TtlNbOfTxsExctd,TtlTradgVol,TtlTrfVal
2022-07-04,2022-07-04,ABB,A,2278.0,2371.5,2278.0,2360.6,2275.9,1849,10992,25682087.0
2022-07-04,2022-07-04,AEGISLOG,A,207.35,213.1,204.9,206.3,211.55,1220,49706,10304024.0
2022-07-04,2022-07-04,ARE&M,A,470.0,472.45,464.7,470.4,469.1,899,13220,6198338.0
2022-07-04,2022-07-04,AMBALALSA,X,31.5,32.4,31.0,31.3,31.5,299,48208,1526640.0
2022-07-04,2022-07-04,HDFC,A,2197.0,2220.0,2179.0,2215.5,2210.65,3609,30107,66293456.0
2022-07-04,2022-07-04,ANDHRAPET,B,77.55,79.5,77.2,77.8,77.55,485,37144,2892689.0
2022-07-04,2022-07-04,ANSALAPI,B,12.43,12.67,12.37,12.48,12.4,8,633,7942.0
2022-07-04,2022-07-04,UTIQUE,X,5.14,5.96,5.0,5.23,5.01,243,89376,485665.0
2022-07-04,2022-07-04,ARUNAHTEL,X,13.0,13.0,11.8,12.0,11.98,119,5744,69258.0
2022-07-04,2022-07-04,BOMDYEING,A,94.1,95.05,93.55,94.45,93.65,1072,116306,10948512.0
2022-07-04,2022-07-04,ASIANHOTNR,B,81.85,82.25,80.65,81.15,80.35,5,310,25429.0
2022-07-04,2022-07-04,ATUL,A,8045.75,8100.0,8018.6,8088.0,7947.75,294,621,5004836.0
2022-07-04,2022-07-04,ATVPR,XT,8.8,8.99,8.2,8.38,8.62,76,17521,152713.0
2022-07-04,2022-07-04,BAJAJELEC,A,1044.0,1081.65,1010.0,1076.6,1041.3,2215,20887,21751953.0
2022-07-04,2022-07-04,BAJAJHIND,A,13.2,13.22,12.95,13.01,13.08,1387,561977,7339135.0
2022-07-04,2022-07-04,FORCEMOT,A,995.25,1033.05,995.25,1007.15,1008.2,712,3647,3693532.0
2022-07-04,2022-07-04,BAJFINANCE,A,5614.8,5649.6,5542.9,5629.85,5614.8,6501,38418,215266181.0
2022-07-04,2022-07-04,BALRAMCHIN,A,360.0,366.9,356.0,361.05,361.2,1267,50872,18423239.0
2022-07-04,2022-07-04,BANCOINDIA,B,176.3,182.0,176.3,179.65,175.45,805,15367,2757297.0
2022-07-04,2022-07-04,ABREL,A,809.0,820.3,799.7,809.4,805.7,477,3502,2827604.0
2022-07-04,2022-07-04,BANARISUG,A,2173.3,2230.0,2142.95,2209.15,2163.8,16,18,39175.0
2022-07-04,2022-07-04,BASF,A,2741.7,2752.0,2655.0,2675.25,2739.1,718,2583,6972294.0
2022-07-04,2022-07-04,BATAINDIA,A,1704.4,1728.6,1692.5,1723.35,1702.7,953,5583,9559057.0
2022-07-04,2022-07-04,BEML,A,1285.0,1285.0,1253.5,1264.3,1277.2,2238,19272,24414017.0
2022-07-04,2022-07-04,BEL,A,229.0,232.45,227.0,229.8,229.5,1502,65564,15050503.0
2022-07-04,2022-07-04,BEPL,A,105.0,111.95,105.0,110.8,106.35,1400,35040,3846794.0
2022-07-04,2022-07-04,BIHSPONG,XT,8.55,8.55,8.1,8.29,8.37,94,13192,110544.0
2022-07-04,2022-07-04,BIRLACABLE,B,112.4,112.4,105.8,108.05,107.15,81,1381,148363.0
2022-07-04,2022-07-04,BLUESTARCO,A,891.9,897.2,860.0,879.9,895.05,2403,22816,19960564.0
2022-07-04,2022-07-04,DISAQ,X,6225.0,6248.0,6151.3,6225.2,6223.7,20,90,560784.0
2022-07-04,2022-07-04,QUESTCAP,X,247.95,247.95,238.1,240.3,238.05,41,432,103819.0
2022-07-04,2022-07-04,BPL,B,64.7,64.7,62.0,62.4,61.75,96,3082,192813.0
2022-07-04,2022-07-04,OAL,B,560.0,573.75,550.4,566.35,568.1,251,1164,650544.0
2022-07-04,2022-07-04,CENTEXT,B,9.58,9.77,9.58,9.74,9.67,52,5705,55449.0
2022-07-04,2022-07-04,CESC,A,71.0,72.35,71.0,72.15,71.05,929,51969,3722827.0
2022-07-04,2022-07-04,CHAMBLFERT,A,274.5,279.35,271.1,274.9,271.1,1638,57269,15739597.0
2022-07-04,2022-07-04,EXIDEIND,A,142.8,143.05,141.05,142.8,141.55,2347,84386,11990249.0
2022-07-04,2022-07-04,CIPLA,A,948.0,950.0,928.65,930.35,950.1,1905,26084,24400081.0
2022-07-04,2022-07-04,DICIND,B,409.0,415.0,396.2,400.6,403.8,135,1641,672339.0
2022-07-04,2022-07-04,CRISIL,A,3300.0,3323.8,3235.2,3292.7,3282.8,370,1225,4012992.0
2022-07-04,2022-07-04,CGPOWER,B,188.0,191.75,186.0,186.6,189.85,749,40776,7685922.0
2022-07-04,2022-07-04,DABUR,A,512.95,526.75,511.6,524.9,510.9,2732,62673,32716199.0
2022-07-04,2022-07-04,DALMIASUG,A,320.0,322.0,312.85,314.95,314.15,708,13260,4229244.0
2022-07-04,2022-07-04,ARVIND,A,90.75,92.65,90.75,91.5,90.85,613,29358,2693794.0
2022-07-04,2022-07-04,BHEL,A,45.65,46.1,45.15,45.6,45.65,1311,563143,25612843.0
2022-07-04,2022-07-04,HINDPETRO,A,225.0,228.0,223.5,226.8,228.55,2169,94431,21312780.0
2022-07-04,2022-07-04,IFCI,A,9.19,9.3,9.0,9.15,9.12,563,245657,2244578.0
2022-07-04,2022-07-04,MTNL,A,19.3,19.3,18.75,18.85,18.8,290,47238,890981.0
2022-07-04,2022-07-04,MRPL,A,79.05,83.5,77.8,78.85,81.55,6376,829552,66336031.0
2022-07-04,2022-07-04,CHENNPETRO,A,297.0,311.65,287.55,299.1,297.2,4984,274913,81931388.0
2022-07-04,2022-07-04,RELCAPITAL,T,12.24,12.38,12.0,12.18,12.24,357,47294,576522.0
2022-07-04,2022-07-04,SBIN,A,466.0,474.3,466.0,473.45,466.9,12378,640405,301243646.0
2022-07-04,2022-07-04,SAIL,A,68.75,69.9,67.5,69.0,69.9,6360,1045646,71336724.0
2022-07-04,2022-07-04,TITAN,A,1954.75,1966.2,1928.5,1962.35,1946.1,2170,22029,42989804.0
2022-07-04,2022-07-04,IDBI,A,30.85,31.0,30.65,30.75,30.85,1269,302394,9313477.0
2022-07-04,2022-07-04,DCW,B,37.7,37.7,35.7,35.9,35.95,425,17963,647090.0
2022-07-04,2022-07-04,DHAMPURSUG,A,213.75,218.8,211.85,216.95,212.25,474,8716,1873817.0
2022-07-04,2022-07-04,DIAMINESQ,X,293.0,298.0,288.0,289.3,293.0,133,9481,2794044.0
2022-07-04,2022-07-04,ELANTAS,B,3969.55,4028.75,3853.2,3939.15,3969.7,36,128,501651.0
2022-07-04,2022-07-04,DRREDDY,A,4377.0,4412.95,4295.55,4365.7,4384.35,878,4995,21752667.0
2022-07-04,2022-07-04,EIDPARRY,A,526.75,536.85,518.35,520.15,526.75,800,13310,7031310.0
2022-07-04,2022-07-04,PGHL,A,4139.95,4255.0,4139.95,4196.55,4151.35,209,293,1227542.0
2022-07-04,2022-07-04,ELECTCAST,B,31.5,32.25,31.3,31.9,31.2,702,86597,2748634.0
2022-07-04,2022-07-04,ESABINDIA,A,3446.85,3446.85,3311.2,3394.95,3437.2,230,602,2034703.0
2022-07-04,2022-07-04,EPL,A,161.9,161.9,153.4,155.4,157.05,248,3186,496891.0
2022-07-04,2022-07-04,ESTER,B,121.55,127.9,121.25,126.8,121.55,952,14379,1795949.0
2022-07-04,2022-07-04,FGP,X,8.37,8.9,7.76,8.12,8.37,82,16101,133018.0
2022-07-04,2022-07-04,PHCAP,X,77.0,77.05,71.1,74.25,73.4,65,1774,132463.0
2022-07-04,2022-07-04,FINCABLES,A,389.0,389.0,378.05,381.0,378.4,146,1266,481643.0
2022-07-04,2022-07-04,COCKERILL,X,1145.05,1194.9,1145.0,1171.7,1158.75,19,461,539238.0
2022-07-04,2022-07-04,UFLEX,A,581.3,586.2,578.75,579.1,576.45,253,1727,1002969.0
2022-07-04,2022-07-04,FOSECOIND,B,1553.1,1579.0,1533.6,1578.5,1567.3,26,76,118733.0
2022-07-04,2022-07-04,GOLDENTOBC,T,84.9,86.65,83.35,84.1,83.05,26,1148,97659.0
2022-07-04,2022-07-04,GANESHBE,B,118.65,121.75,117.3,118.85,118.95,850,33961,4028312.0
2022-07-04,2022-07-04,METROGLOBL,X,74.15,79.8,74.15,78.4,77.8,30,1238,97094.0
2022-07-04,2022-07-04,GTL,B,8.9,9.22,8.7,9.03,8.69,484,78931,711769.0
2022-07-04,2022-07-04,GODFRYPHLP,A,1070.0,1079.6,1054.4,1064.55,1067.9,124,1086,1153995.0
2022-07-04,2022-07-04,GODREJIND,A,425.05,427.35,419.05,419.7,424.95,268,2366,999444.0
