TradDt,BizDt,TckrSymb,SctySrs,OpnPric,HghPric,LwPric,ClsPric,PrvsClsgPric,TtlNbOfTxsExctd,TtlTradgVol,TtlTrfVal
2020-01-07,2020-01-07,ABB,B,1298.4,1315.1,1290.1,1307.35,1286.7,370,2306,3000109.0
2020-01-07,2020-01-07,AEGISLOG,A,187.85,190.75,183.0,185.35,186.05,527,7826,1450902.0
2020-01-07,2020-01-07,ARE&M,A,720.2,736.35,720.2,726.35,716.1,1486,31019,22572356.0
2020-01-07,2020-01-07,AMBALALSA,XT,18.6,18.75,18.15,18.75,17.9,254,110080,2055585.0
2020-01-07,2020-01-07,HDFC,A,2400.0,2428.0,2380.55,2413.05,2384.45,4088,87079,209542468.0
2020-01-07,2020-01-07,ANDHRAPET,X,35.95,37.5,35.95,37.25,35.65,156,30078,1112351.0
2020-01-07,2020-01-07,ANSALAPI,B,4.89,5.23,4.88,5.06,5.13,22,8798,44814.0
2020-01-07,2020-01-07,UTIQUE,X,1.32,1.32,1.3,1.3,1.32,10,364,473.0
2020-01-07,2020-01-07,ARUNAHTEL,XT,8.01,8.4,7.7,7.72,8.0,8,393,3172.0
2020-01-07,2020-01-07,BOMDYEING,A,79.75,81.3,78.3,79.8,79.0,2772,372693,29809828.0
2020-01-07,2020-01-07,ASIANHOTNR,B,100.9,100.9,96.0,96.0,97.75,15,105,10101.0
2020-01-07,2020-01-07,ATUL,A,4171.8,4233.0,4170.0,4214.8,4149.7,376,1171,4930752.0
2020-01-07,2020-01-07,ATVPR,XT,3.75,3.92,3.57,3.92,3.75,17,5002,18163.0
2020-01-07,2020-01-07,AUTOLITEI,B,22.0,22.0,21.75,21.95,21.1,14,600,13167.0
2020-01-07,2020-01-07,BAJAJELEC,A,360.55,363.0,358.2,359.6,354.5,778,3960,1427731.0
2020-01-07,2020-01-07,BAJAJHIND,B,7.0,7.45,6.93,7.09,6.81,817,529992,3752001.0
2020-01-07,2020-01-07,FORCEMOT,A,1185.0,1208.7,1138.0,1148.45,1177.2,5432,52553,62067177.0
2020-01-07,2020-01-07,BAJFINANCE,A,4050.0,4092.0,3999.4,4007.4,3998.2,6831,2612372,10501815631.0
2020-01-07,2020-01-07,BALRAMCHIN,A,189.0,194.4,183.6,186.1,182.4,2412,130964,24540205.0
2020-01-07,2020-01-07,BANCOINDIA,B,105.0,105.0,101.6,102.3,103.05,809,10372,1064464.0
2020-01-07,2020-01-07,ABREL,A,473.0,478.8,468.0,474.75,471.0,1223,59411,28162372.0
2020-01-07,2020-01-07,BANARISUG,B,1298.0,1298.0,1210.25,1243.05,1253.6,15,51,63975.0
2020-01-07,2020-01-07,BASF,A,1000.0,1000.0,981.25,984.65,982.5,72,290,287030.0
2020-01-07,2020-01-07,BATAINDIA,A,1719.0,1737.9,1707.25,1716.7,1703.45,1090,9819,16925154.0
2020-01-07,2020-01-07,BEML,A,959.95,970.8,947.0,948.6,957.35,655,11743,11265105.0
2020-01-07,2020-01-07,BEL,A,98.0,99.0,95.35,96.35,96.95,2086,380990,36798805.0
2020-01-07,2020-01-07,BEPL,B,48.2,51.0,47.4,49.35,47.75,2743,186800,9240749.0
2020-01-07,2020-01-07,TATASTLBSL,B,30.25,30.55,29.9,30.0,29.7,182,149392,4538371.0
2020-01-07,2020-01-07,BIHSPONG,XT,0.55,0.56,0.52,0.56,0.54,5,2790,1486.0
2020-01-07,2020-01-07,BIRLACABLE,B,62.5,63.2,60.0,60.75,59.5,203,16712,1025081.0
2020-01-07,2020-01-07,BLUESTARCO,A,825.85,825.85,806.25,812.9,815.5,175,510,415823.0
