TradDt,BizDt,TckrSymb,SctySrs,OpnPric,HghPric,LwPric,ClsPric,PrvsClsgPric,TtlNbOfTxsExctd,TtlTradgVol,TtlTrfVal
2023-08-24,2023-08-24,ABB,A,4335.95,4390.0,4319.0,4335.95,4301.85,720,4179,18213621.0
2023-08-24,2023-08-24,AEGISLOG,A,376.1,382.15,369.5,374.9,378.3,1588,33885,12662378.0
2023-08-24,2023-08-24,ARE&M,A,632.0,632.0,623.3,624.8,626.0,3757,56758,35652789.0
2023-08-24,2023-08-24,AMBALALSA,X,28.19,33.31,27.78,33.31,27.76,3490,2585497,84659977.0
2023-08-24,2023-08-24,ANDHRAPET,X,66.8,68.95,66.8,67.22,67.32,695,124092,8435461.0
2023-08-24,2023-08-24,ANSALAPI,T,9.1,9.15,8.8,8.92,9.1,26,9785,88404.0
2023-08-24,2023-08-24,UTIQUE,X,5.88,5.88,5.56,5.71,5.62,197,54339,306891.0
2023-08-24,2023-08-24,ARUNAHTEL,XT,21.2,21.2,19.42,20.09,20.2,59,27915,568813.0
2023-08-24,2023-08-24,BOMDYEING,A,138.05,141.7,136.25,139.35,138.7,3637,314100,43828689.0
2023-08-24,2023-08-24,ASIANHOTNR,T,145.9,152.35,145.9,152.35,145.1,5,106,15852.0
2023-08-24,2023-08-24,ATUL,A,6800.0,6914.85,6800.0,6888.75,6808.4,640,1714,11784017.0
2023-08-24,2023-08-24,ATVPR,XT,14.64,14.64,14.64,14.64,14.93,23,2040,29865.0
2023-08-24,2023-08-24,BAJAJELEC,A,1157.75,1157.75,1116.25,1121.9,1135.15,477,1761,1994122.0
2023-08-24,2023-08-24,BAJAJHIND,A,22.04,25.35,21.7,25.04,21.92,16721,9052405,219557845.0
2023-08-24,2023-08-24,FORCEMOT,B,3454.95,3573.45,3422.95,3573.45,3403.3,602,8842,31409186.0
2023-08-24,2023-08-24,BAJFINANCE,A,7145.0,7183.9,7121.05,7134.6,7118.45,4552,31109,222538444.0
2023-08-24,2023-08-24,BALRAMCHIN,A,390.55,400.0,388.65,393.2,390.45,1707,87600,34571620.0
2023-08-24,2023-08-24,BANCOINDIA,B,518.3,522.3,498.55,511.5,518.3,2736,39054,19839688.0
2023-08-24,2023-08-24,ABREL,A,1019.75,1023.4,981.2,984.35,1012.1,1084,11763,11715563.0
2023-08-24,2023-08-24,BANARISUG,B,2784.6,2820.7,2777.15,2801.3,2780.25,44,106,296947.0
2023-08-24,2023-08-24,BASF,A,2504.95,2523.55,2494.6,2507.1,2494.2,164,1252,3137893.0
2023-08-24,2023-08-24,BATAINDIA,A,1733.65,1741.7,1704.05,1709.25,1727.85,1152,9261,15988947.0
2023-08-24,2023-08-24,BEML,A,2208.95,2208.95,2165.0,2187.7,2166.2,2837,31111,68034102.0
2023-08-24,2023-08-24,BEL,A,135.55,135.55,133.6,134.3,133.45,8976,840841,113104867.0
2023-08-24,2023-08-24,BEPL,B,87.6,88.45,87.16,87.47,87.47,1001,18419,1618770.0
2023-08-24,2023-08-24,BIHSPONG,XT,8.58,8.75,8.5,8.66,8.49,138,41311,356706.0
2023-08-24,2023-08-24,BILVYAPAR,T,14.05,14.25,14.05,14.05,14.25,14,2325,32667.0
2023-08-24,2023-08-24,BIRLACABLE,B,317.05,323.15,291.15,297.15,312.9,4571,87821,26536175.0
2023-08-24,2023-08-24,BLUESTARCO,A,738.15,743.25,726.0,729.3,738.15,768,6139,4497125.0
2023-08-24,2023-08-24,DISAQ,B,14010.05,14394.95,13651.55,13741.15,14126.25,67,148,2059576.0
2023-08-24,2023-08-24,QUESTCAP,X,269.0,277.85,269.0,274.5,277.65,22,1654,449339.0
2023-08-24,2023-08-24,BPL,B,66.5,66.7,64.5,64.71,66.42,270,19401,1266490.0
2023-08-24,2023-08-24,OAL,B,405.65,410.0,395.7,399.7,400.1,237,2105,850079.0
2023-08-24,2023-08-24,CENTEXT,B,10.75,10.92,10.7,10.79,10.73,182,20412,221504.0
2023-08-24,2023-08-24,CESC,A,84.7,85.15,81.86,82.09,83.85,4105,650782,54363470.0
2023-08-24,2023-08-24,CHAMBLFERT,A,272.85,274.95,270.55,272.25,269.9,2730,144863,39576354.0
2023-08-24,2023-08-24,EXIDEIND,A,268.45,270.95,264.0,265.1,268.1,4039,130491,34944382.0
2023-08-24,2023-08-24,CIPLA,A,1232.95,1239.4,1218.0,1219.35,1230.55,1119,16183,19855203.0
2023-08-24,2023-08-24,DICIND,B,457.0,465.0,446.6,451.95,455.8,28,50,22866.0
2023-08-24,2023-08-24,CRISIL,A,4039.8,4062.9,3952.05,4003.05,4026.9,145,344,1381674.0
2023-08-24,2023-08-24,CGPOWER,A,417.6,420.1,411.95,414.55,417.1,2374,75001,31122384.0
2023-08-24,2023-08-24,DABUR,A,574.0,574.0,563.95,564.75,566.85,642,9156,5190899.0
2023-08-24,2023-08-24,DALMIASUG,B,358.05,372.85,357.45,367.05,357.85,371,4638,1695812.0
