TradDt,BizDt,TckrSymb,SctySrs,OpnPric,HghPric,LwPric,ClsPric,PrvsClsgPric,TtlNbOfTxsExctd,TtlTradgVol,TtlTrfVal
2023-10-05,2023-10-05,ABB,A,4044.9,4105.9,4000.0,4071.35,3997.05,963,4264,17287022.0
2023-10-05,2023-10-05,AEGISLOG,A,325.85,332.35,322.45,329.2,327.4,1988,42354,13960676.0
2023-10-05,2023-10-05,ARE&M,A,657.95,658.85,638.0,640.4,648.85,4095,55584,35835048.0
2023-10-05,2023-10-05,AMBALALSA,XT,39.72,39.72,39.72,39.72,40.53,145,100802,4003855.0
2023-10-05,2023-10-05,ANDHRAPET,X,81.48,81.5,78.1,78.51,79.31,521,87590,7009633.0
2023-10-05,2023-10-05,UTIQUE,X,6.07,6.21,5.8,6.05,6.04,175,38937,232804.0
2023-10-05,2023-10-05,ARUNAHTEL,X,16.32,16.94,15.47,16.0,16.28,71,12249,192946.0
2023-10-05,2023-10-05,BOMDYEING,A,143.95,145.0,138.65,143.8,138.8,3258,218612,31034184.0
2023-10-05,2023-10-05,ASIANHOTNR,B,138.4,143.8,138.4,139.6,142.15,44,2706,383099.0
2023-10-05,2023-10-05,ATUL,A,6966.1,7060.0,6926.1,7030.9,6940.1,356,1234,8623895.0
2023-10-05,2023-10-05,ATVPR,XT,15.13,15.13,15.13,15.13,14.41,61,42100,636973.0
2023-10-05,2023-10-05,BAJAJELEC,A,1089.95,1089.95,1061.0,1064.35,1070.3,460,2563,2739923.0
2023-10-05,2023-10-05,BAJAJHIND,A,26.43,26.43,25.01,25.42,25.98,6957,2295251,58567710.0
2023-10-05,2023-10-05,FORCEMOT,B,3917.95,4029.25,3850.0,3975.3,3837.45,804,4132,16405177.0
2023-10-05,2023-10-05,BAJFINANCE,A,7910.0,7913.7,7828.05,7849.25,7854.5,3858,27598,217348107.0
2023-10-05,2023-10-05,BALRAMCHIN,A,427.05,432.5,422.55,424.7,425.85,1743,70268,29957914.0
2023-10-05,2023-10-05,BANCOINDIA,B,506.8,507.55,496.6,499.0,496.9,1468,16946,8508620.0
2023-10-05,2023-10-05,ABREL,A,1085.0,1085.0,1063.2,1074.3,1072.05,882,16320,17495533.0
2023-10-05,2023-10-05,BANARISUG,B,2628.95,2628.95,2571.2,2583.6,2606.15,92,364,942105.0
2023-10-05,2023-10-05,BASF,A,2558.05,2563.6,2538.0,2545.9,2543.75,263,535,1364051.0
2023-10-05,2023-10-05,BATAINDIA,A,1619.95,1625.65,1605.0,1624.15,1604.25,342,2521,4069232.0
2023-10-05,2023-10-05,BEML,A,2306.6,2375.0,2305.0,2313.05,2314.7,658,5947,13889894.0
2023-10-05,2023-10-05,BEL,A,139.25,141.35,138.2,138.95,138.75,4311,388353,54229752.0
2023-10-05,2023-10-05,BEPL,B,88.05,94.35,88.05,93.5,87.54,3033,141005,13051227.0
2023-10-05,2023-10-05,BIHSPONG,XT,11.49,11.49,10.61,11.39,11.15,267,111066,1243626.0
2023-10-05,2023-10-05,BILVYAPAR,T,15.26,15.26,15.26,15.26,15.57,11,17278,263662.0
2023-10-05,2023-10-05,BIRLACABLE,B,325.55,334.95,323.1,324.85,325.5,1005,20756,6811351.0
2023-10-05,2023-10-05,BLUESTARCO,A,876.05,890.0,872.55,876.65,882.9,621,4446,3915664.0
2023-10-05,2023-10-05,DISAQ,B,14059.95,14175.05,13716.0,14000.0,13997.4,40,76,1061357.0
2023-10-05,2023-10-05,QUESTCAP,X,274.4,274.4,265.55,270.0,274.75,12,213,56631.0
2023-10-05,2023-10-05,BPL,B,80.6,81.88,79.5,79.97,80.07,510,33341,2677462.0
2023-10-05,2023-10-05,OAL,B,390.0,395.75,380.5,382.3,386.5,276,2800,1078887.0
2023-10-05,2023-10-05,CENTEXT,T,16.99,17.2,16.53,16.59,16.66,304,72821,1230150.0
2023-10-05,2023-10-05,CESC,A,88.43,89.64,88.0,88.59,88.42,1475,178385,15825806.0
2023-10-05,2023-10-05,CHAMBLFERT,A,275.9,275.9,271.55,273.2,271.4,781,51874,14171633.0
2023-10-05,2023-10-05,EXIDEIND,A,257.1,260.8,255.6,256.55,256.7,3655,131053,33737051.0
2023-10-05,2023-10-05,CIPLA,A,1171.95,1172.8,1155.6,1161.1,1167.1,2330,17444,20266812.0
2023-10-05,2023-10-05,DICIND,B,445.95,445.95,434.55,439.0,438.8,43,399,176130.0
2023-10-05,2023-10-05,CRISIL,A,3871.2,3871.2,3847.45,3860.6,3870.1,129,281,1084250.0
2023-10-05,2023-10-05,CGPOWER,A,434.25,435.55,424.65,425.6,431.9,3250,60739,26061134.0
2023-10-05,2023-10-05,DABUR,A,556.25,557.7,547.65,550.75,555.35,3598,107085,59118686.0
2023-10-05,2023-10-05,DALMIASUG,B,459.0,459.0,443.0,451.4,448.7,1589,21027,9427652.0
2023-10-05,2023-10-05,ARVIND,A,183.95,184.4,180.45,181.3,182.35,1576,71840,13112652.0
2023-10-05,2023-10-05,BHEL,A,128.2,130.45,127.0,127.25,127.55,9149,1191575,153044078.0
