TradDt,BizDt,TckrSymb,SctySrs,OpnPric,HghPric,LwPric,ClsPric,PrvsClsgPric,TtlNbOfTxsExctd,TtlTradgVol,TtlTrfVal
2023-01-05,2023-01-05,ABB,A,2720.0,2821.45,2720.0,2806.2,2705.2,3854,326103,898031464.0
2023-01-05,2023-01-05,AEGISLOG,A,348.85,348.85,340.0,342.2,342.75,1105,18224,6271326.0
2023-01-05,2023-01-05,ARE&M,A,575.05,577.3,569.5,574.85,572.2,713,9874,5661959.0
2023-01-05,2023-01-05,AMBALALSA,X,27.0,27.45,26.85,27.05,27.3,229,53365,1447158.0
2023-01-05,2023-01-05,HDFC,A,2633.55,2643.3,2606.2,2622.6,2625.9,2900,19913,52212929.0
2023-01-05,2023-01-05,ANDHRAPET,X,76.25,77.0,75.75,76.2,76.15,347,24173,1847779.0
2023-01-05,2023-01-05,UTIQUE,X,5.84,5.84,5.54,5.65,5.64,160,27911,158008.0
2023-01-05,2023-01-05,ARUNAHTEL,X,14.39,14.39,13.3,13.99,13.99,65,5262,72194.0
2023-01-05,2023-01-05,BOMDYEING,B,78.55,79.2,77.8,78.65,78.85,954,53080,4165485.0
2023-01-05,2023-01-05,ASIANHOTNR,B,79.95,81.8,79.95,80.2,81.0,31,2598,210749.0
2023-01-05,2023-01-05,ATUL,A,8099.95,8099.95,7855.0,7942.25,7980.3,874,1351,10706449.0
2023-01-05,2023-01-05,ATVPR,XT,9.97,9.97,9.33,9.5,9.56,36,4805,45835.0
2023-01-05,2023-01-05,BAJAJELEC,A,1165.05,1187.0,1144.15,1151.6,1173.5,927,4160,4857431.0
2023-01-05,2023-01-05,BAJAJHIND,A,16.35,16.6,16.0,16.3,16.4,3194,1553752,25267906.0
2023-01-05,2023-01-05,FORCEMOT,B,1489.9,1515.2,1487.45,1506.7,1481.55,727,3413,5123739.0
2023-01-05,2023-01-05,BAJFINANCE,A,6540.0,6540.0,6032.25,6099.85,6573.6,65092,315803,1938720201.0
2023-01-05,2023-01-05,BALRAMCHIN,A,389.95,390.85,381.35,389.4,386.3,1654,45625,17641314.0
2023-01-05,2023-01-05,BANCOINDIA,B,199.15,200.35,196.95,199.25,199.35,508,6509,1293596.0
2023-01-05,2023-01-05,ABREL,A,710.55,720.15,710.55,718.9,713.45,260,2288,1640793.0
2023-01-05,2023-01-05,BANARISUG,B,2807.0,2816.0,2750.25,2812.85,2806.85,68,194,539334.0
2023-01-05,2023-01-05,BASF,A,2786.9,2807.15,2752.0,2793.0,2780.75,185,377,1048762.0
2023-01-05,2023-01-05,BATAINDIA,A,1626.05,1645.0,1613.75,1633.7,1639.85,1403,8684,14156610.0
2023-01-05,2023-01-05,BEML,A,1502.65,1513.65,1480.5,1485.0,1512.55,953,8941,13330215.0
2023-01-05,2023-01-05,BEL,A,99.0,100.15,98.35,100.0,98.75,4356,432032,42865295.0
2023-01-05,2023-01-05,BEPL,A,126.35,126.5,119.0,121.45,126.25,1657,80897,9907514.0
2023-01-05,2023-01-05,BIHSPONG,XT,11.75,11.75,10.8,11.58,11.33,152,56189,640449.0
2023-01-05,2023-01-05,BIRLACABLE,B,154.2,154.95,147.35,149.0,152.2,661,13515,2039831.0
2023-01-05,2023-01-05,BLUESTARCO,A,1194.4,1214.7,1183.5,1201.1,1185.4,608,4145,4952440.0
2023-01-05,2023-01-05,DISAQ,X,8050.0,8111.1,7960.05,8001.0,8099.0,19,70,560337.0
2023-01-05,2023-01-05,QUESTCAP,X,220.0,222.0,215.0,220.0,220.5,20,1030,225102.0
2023-01-05,2023-01-05,BPL,B,63.4,64.3,62.1,62.55,63.4,185,5694,358582.0
2023-01-05,2023-01-05,OAL,B,408.05,432.0,408.05,424.8,408.4,190,1447,607532.0
2023-01-05,2023-01-05,CENTEXT,B,10.35,10.35,9.88,10.0,10.08,71,8384,84372.0
2023-01-05,2023-01-05,CESC,A,77.8,77.8,76.75,76.95,77.1,1190,92524,7122501.0
2023-01-05,2023-01-05,CHAMBLFERT,A,319.0,321.0,313.7,317.8,316.5,4027,157004,49903923.0
2023-01-05,2023-01-05,EXIDEIND,A,179.1,181.5,178.6,180.6,179.1,1812,87232,15694730.0
2023-01-05,2023-01-05,CIPLA,A,1067.6,1093.0,1067.6,1088.2,1067.35,3205,44688,48385216.0
2023-01-05,2023-01-05,DICIND,B,390.0,390.0,380.0,381.0,384.35,113,330,127697.0
2023-01-05,2023-01-05,CRISIL,A,2956.05,2973.65,2928.8,2954.75,2956.65,377,826,2436489.0
2023-01-05,2023-01-05,CGPOWER,A,272.5,273.55,268.95,270.6,274.0,2564,62868,17033522.0
2023-01-05,2023-01-05,DABUR,A,559.4,574.2,559.4,572.85,559.35,2014,40646,23121732.0
2023-01-05,2023-01-05,DALMIASUG,A,376.1,380.4,371.3,378.15,376.0,626,9170,3448953.0
2023-01-05,2023-01-05,ARVIND,A,86.35,87.55,84.45,85.3,87.0,2979,219730,18897274.0
2023-01-05,2023-01-05,BALARPURIND,Z,1.09,1.11,1.05,1.09,1.06,224,2121583,2280977.0
2023-01-05,2023-01-05,BHEL,A,79.15,82.15,79.15,81.95,79.2,10357,2709175,219462798.0
2023-01-05,2023-01-05,HINDPETRO,A,243.05,248.8,241.55,245.85,241.0,3949,196770,48195828.0
2023-01-05,2023-01-05,IFCI,A,13.86,14.24,13.7,14.08,13.87,2316,3339358,46281569.0
2023-01-05,2023-01-05,MTNL,B,25.8,25.8,24.95,25.1,25.5,1434,313043,7923389.0
2023-01-05,2023-01-05,MRPL,A,57.25,57.35,56.0,56.2,56.45,886,113663,6422687.0
2023-01-05,2023-01-05,CHENNPETRO,A,210.0,211.2,207.25,209.1,208.9,756,24871,5201390.0
2023-01-05,2023-01-05,RELCAPITAL,T,10.2,10.2,10.2,10.2,9.72,329,189234,1930186.0
2023-01-05,2023-01-05,SBIN,A,607.9,611.5,602.05,605.2,605.25,9502,319390,193610242.0
2023-01-05,2023-01-05,SAIL,A,85.5,87.75,84.6,87.3,85.25,9636,1837321,158530877.0
2023-01-05,2023-01-05,TITAN,A,2595.0,2620.0,2545.0,2563.1,2595.7,4098,68206,175758444.0
2023-01-05,2023-01-05,IDBI,A,54.9,55.35,53.65,54.75,54.65,4718,1101475,60144222.0
2023-01-05,2023-01-05,DCW,B,49.65,50.1,49.25,49.45,49.65,682,46751,2315744.0
2023-01-05,2023-01-05,DHAMPURSUG,A,242.55,242.55,234.4,236.7,239.25,1134,23878,5647975.0
2023-01-05,2023-01-05,DIAMINESQ,X,454.0,459.9,437.0,444.3,449.15,243,6968,3104871.0
2023-01-05,2023-01-05,ELANTAS,B,4250.15,4275.1,4250.1,4265.0,4280.0,19,100,425437.0
2023-01-05,2023-01-05,DRREDDY,A,4260.0,4303.05,4240.55,4296.2,4254.85,1725,8725,37346580.0
2023-01-05,2023-01-05,EIDPARRY,A,565.95,566.15,552.0,554.6,562.45,1631,16130,8995543.0
2023-01-05,2023-01-05,PGHL,A,4041.3,4057.45,3987.4,4021.75,4023.4,223,480,1931882.0
2023-01-05,2023-01-05,ELECTCAST,B,38.6,38.8,37.8,38.2,38.1,899,190691,7303741.0
2023-01-05,2023-01-05,ESABINDIA,A,4194.45,4288.85,4178.15,4195.85,4167.75,438,1001,4248491.0
2023-01-05,2023-01-05,EPL,A,167.9,169.55,166.25,167.35,165.25,306,7025,1177598.0
2023-01-05,2023-01-05,ESTER,B,127.5,132.15,126.9,130.5,129.15,667,22606,2910309.0
2023-01-05,2023-01-05,FGP,X,6.52,7.44,6.52,7.0,7.49,8,2899,20286.0
2023-01-05,2023-01-05,PHCAP,X,82.25,83.5,82.2,82.35,83.05,32,2376,197174.0
2023-01-05,2023-01-05,FINCABLES,A,535.65,556.0,535.65,549.95,545.9,1135,17242,9497553.0
2023-01-05,2023-01-05,COCKERILL,X,1333.0,1350.0,1296.05,1331.95,1314.1,121,4133,5458342.0
2023-01-05,2023-01-05,UFLEX,A,570.0,570.0,550.5,556.9,560.1,525,5558,3091614.0
2023-01-05,2023-01-05,FOSECOIND,B,1938.05,1950.0,1928.35,1939.7,1940.0,17,59,114377.0
2023-01-05,2023-01-05,GOLDENTOBC,Z,66.2,72.95,66.2,67.0,69.6,28,942,63544.0
2023-01-05,2023-01-05,GANESHBE,B,138.3,142.0,138.3,139.15,141.15,329,4470,626114.0
2023-01-05,2023-01-05,METROGLOBL,X,89.75,89.85,89.75,89.85,89.85,4,60,5388.0
2023-01-05,2023-01-05,GTL,B,8.0,8.1,7.9,8.02,7.95,261,98053,780678.0
2023-01-05,2023-01-05,GODFRYPHLP,A,1930.0,1988.15,1911.0,1957.0,1929.95,1875,14223,27735323.0
