TradDt,BizDt,TckrSymb,SctySrs,OpnPric,HghPric,LwPric,ClsPric,PrvsClsgPric,TtlNbOfTxsExctd,TtlTradgVol,TtlTrfVal
2023-09-11,2023-09-11,ABB,A,4456.05,4675.85,4445.0,4621.9,4459.45,3790,33981,157239305.0
2023-09-11,2023-09-11,AEGISLOG,A,357.0,364.0,352.3,359.35,351.8,1405,45504,16217079.0
2023-09-11,2023-09-11,ARE&M,A,668.0,668.0,656.3,660.35,656.3,6192,108584,71827073.0
2023-09-11,2023-09-11,AMBALALSA,XT,36.0,37.51,35.55,37.51,35.73,679,445131,16548764.0
2023-09-11,2023-09-11,ANDHRAPET,X,87.5,87.5,83.95,84.22,87.79,1733,299168,25474551.0
2023-09-11,2023-09-11,ANSALAPI,T,10.54,10.54,10.3,10.36,10.04,165,141842,1486653.0
2023-09-11,2023-09-11,UTIQUE,X,7.45,7.8,7.26,7.44,7.26,812,263403,1982871.0
2023-09-11,2023-09-11,ARUNAHTEL,XT,20.1,20.1,19.1,19.19,19.68,58,23423,457491.0
2023-09-11,2023-09-11,BOMDYEING,A,152.05,155.4,141.7,143.2,152.75,5503,520905,76876743.0
2023-09-11,2023-09-11,ASIANHOTNR,T,155.0,155.0,155.0,155.0,156.5,1,10,1550.0
2023-09-11,2023-09-11,ATUL,A,7525.0,7586.95,7477.7,7564.9,7522.55,812,2394,18042213.0
2023-09-11,2023-09-11,ATVPR,XT,13.47,13.47,13.46,13.46,13.21,63,37451,504463.0
2023-09-11,2023-09-11,BAJAJELEC,A,1185.0,1196.2,1161.8,1170.45,1183.2,669,4119,4831842.0
2023-09-11,2023-09-11,BAJAJHIND,A,27.98,28.8,27.71,27.88,27.49,3805,1976226,55618568.0
2023-09-11,2023-09-11,FORCEMOT,B,3915.0,4005.6,3811.4,3834.65,3814.9,2452,17834,70114603.0
2023-09-11,2023-09-11,BAJFINANCE,A,7409.3,7440.3,7365.2,7390.65,7409.3,1449,9305,68857572.0
2023-09-11,2023-09-11,BALRAMCHIN,A,410.05,425.0,410.05,420.0,406.6,3206,163249,68622794.0
2023-09-11,2023-09-11,BANCOINDIA,B,491.15,499.95,475.25,477.0,497.6,1211,19476,9412515.0
2023-09-11,2023-09-11,ABREL,A,1082.25,1093.4,1062.15,1066.1,1082.25,676,8071,8701171.0
2023-09-11,2023-09-11,BANARISUG,B,2831.1,2890.0,2831.1,2852.9,2822.55,54,229,653763.0
2023-09-11,2023-09-11,BASF,A,2874.95,2874.95,2762.05,2803.0,2819.5,364,1260,3524974.0
2023-09-11,2023-09-11,BATAINDIA,A,1717.0,1726.0,1709.0,1718.0,1722.95,824,63238,108639753.0
2023-09-11,2023-09-11,BEML,A,2625.05,2715.65,2571.45,2605.4,2593.0,2075,22477,59275543.0
2023-09-11,2023-09-11,BEL,A,144.8,147.2,143.25,144.75,143.25,7522,983630,142375351.0
2023-09-11,2023-09-11,BEPL,B,96.84,96.87,94.16,94.83,95.47,732,91680,8753225.0
2023-09-11,2023-09-11,BIHSPONG,XT,9.17,9.17,8.8,9.02,8.99,150,52790,475244.0
2023-09-11,2023-09-11,BILVYAPAR,T,16.05,16.5,15.5,15.54,16.05,22,7636,122468.0
2023-09-11,2023-09-11,BIRLACABLE,B,383.0,390.0,381.95,381.95,402.05,432,63916,24428828.0
2023-09-11,2023-09-11,BLUESTARCO,A,810.0,816.7,790.9,805.15,806.55,613,4116,3305983.0
