TradDt,BizDt,TckrSymb,SctySrs,OpnPric,HghPric,LwPric,ClsPric,PrvsClsgPric,TtlNbOfTxsExctd,TtlTradgVol,TtlTrfVal
2020-04-01,2020-04-01,ABB,B,967.0,967.0,906.35,923.5,932.65,244,1982,1824794.0
2020-04-01,2020-04-01,AEGISLOG,A,145.75,145.75,131.1,133.75,139.3,579,12322,1664230.0
2020-04-01,2020-04-01,ARE&M,A,472.7,494.2,462.15,478.65,478.1,1286,30443,14618742.0
2020-04-01,2020-04-01,AMBALALSA,X,19.8,20.0,18.1,18.3,19.05,380,84902,1646033.0
2020-04-01,2020-04-01,HDFC,A,1628.6,1690.95,1575.0,1584.4,1630.45,12728,363687,585723983.0
2020-04-01,2020-04-01,ANDHRAPET,Z,16.95,17.25,16.0,17.05,16.45,102,14255,240658.0
2020-04-01,2020-04-01,ANSALAPI,B,3.54,3.61,3.4,3.61,3.54,10,1128,4017.0
2020-04-01,2020-04-01,UTIQUE,X,1.2,1.2,1.2,1.2,1.25,2,110,132.0
2020-04-01,2020-04-01,BOMDYEING,A,45.6,46.45,44.5,45.75,45.8,1188,83485,3798634.0
2020-04-01,2020-04-01,ATUL,A,4007.85,4045.1,3874.4,3897.0,3974.85,280,812,3215934.0
2020-04-01,2020-04-01,ATVPR,XT,2.7,2.7,2.7,2.7,2.7,11,5749,15522.0
2020-04-01,2020-04-01,AUTOLITEI,B,12.79,12.93,10.94,12.93,12.15,104,2087,24388.0
2020-04-01,2020-04-01,BAJAJELEC,A,271.45,272.4,265.3,270.15,267.45,258,1634,439541.0
2020-04-01,2020-04-01,BAJAJHIND,B,2.84,2.84,2.76,2.84,2.71,341,797894,2265231.0
2020-04-01,2020-04-01,FORCEMOT,A,716.3,749.95,714.55,723.55,735.5,648,2031,1473909.0
2020-04-01,2020-04-01,BAJFINANCE,A,2166.0,2286.0,2134.65,2220.1,2216.05,27402,306124,677231456.0
2020-04-01,2020-04-01,BALRAMCHIN,A,109.1,109.1,109.1,109.1,103.95,31,7830,854253.0
2020-04-01,2020-04-01,BANCOINDIA,B,65.0,65.95,63.2,64.05,65.1,143,4334,280158.0
2020-04-01,2020-04-01,ABREL,A,290.25,314.25,287.35,298.55,295.8,2080,60545,18194349.0
2020-04-01,2020-04-01,BANARISUG,B,925.0,925.0,873.7,923.95,883.3,6,42,38254.0
2020-04-01,2020-04-01,BASF,A,1130.0,1140.0,1090.0,1096.6,1124.2,239,984,1089180.0
2020-04-01,2020-04-01,BATAINDIA,A,1249.9,1249.9,1170.45,1190.25,1231.15,2449,23679,28447958.0
2020-04-01,2020-04-01,BEML,A,450.0,468.3,443.0,444.8,452.95,797,10416,4717758.0
2020-04-01,2020-04-01,BEL,A,72.25,76.1,67.45,69.05,74.35,2911,484092,34532990.0
2020-04-01,2020-04-01,BEPL,B,29.2,30.45,28.6,29.75,28.85,252,15374,456626.0
2020-04-01,2020-04-01,TATASTLBSL,B,16.45,16.5,15.8,16.2,16.45,221,57285,918882.0
2020-04-01,2020-04-01,BIHSPONG,XT,0.36,0.36,0.36,0.36,0.36,3,761,273.0
2020-04-01,2020-04-01,BIRLACABLE,B,32.0,33.3,31.45,33.1,32.5,118,2739,87680.0
2020-04-01,2020-04-01,BLUESTARCO,A,451.15,458.8,437.05,442.75,460.65,457,3165,1413805.0
2020-04-01,2020-04-01,DISAQ,X,3379.0,3390.0,3101.5,3194.8,3379.75,27,53,174059.0
2020-04-01,2020-04-01,QUESTCAP,X,44.0,44.1,40.05,42.2,42.0,5,30,1264.0
2020-04-01,2020-04-01,BPL,B,11.88,12.15,11.51,12.15,11.05,69,6030,72840.0
2020-04-01,2020-04-01,OAL,B,135.0,136.45,130.1,134.35,134.05,11,74,9932.0
2020-04-01,2020-04-01,CENTEXT,B,1.7,1.7,1.61,1.63,1.6,230,7178,12164.0
2020-04-01,2020-04-01,CESC,A,424.4,424.4,387.9,393.1,408.8,940,12672,5080053.0
2020-04-01,2020-04-01,CHAMBLFERT,A,108.1,109.75,105.0,106.1,108.1,543,11867,1268381.0
2020-04-01,2020-04-01,EXIDEIND,A,130.8,134.95,129.5,131.85,131.25,3489,127667,16909219.0
2020-04-01,2020-04-01,CIPLA,A,430.0,431.0,410.6,413.55,423.0,4711,164908,69341071.0
2020-04-01,2020-04-01,DICIND,B,270.6,271.9,269.8,270.1,285.2,11,60,16208.0
2020-04-01,2020-04-01,CRISIL,A,1300.0,1300.0,1205.1,1211.05,1255.0,333,945,1153365.0
2020-04-01,2020-04-01,CGPOWER,B,5.24,5.36,5.24,5.36,5.11,140,80194,426392.0
2020-04-01,2020-04-01,DABUR,A,459.0,459.0,430.75,434.9,450.25,2757,65756,29162180.0
2020-04-01,2020-04-01,DALMIASUG,B,51.3,51.3,51.3,51.3,48.9,18,1976,101368.0
2020-04-01,2020-04-01,ARVIND,A,19.7,20.45,19.5,19.75,19.75,434,64793,1287753.0
2020-04-01,2020-04-01,BALARPURIND,B,0.32,0.32,0.32,0.32,0.31,49,380164,121652.0
2020-04-01,2020-04-01,BHEL,A,20.6,21.2,20.4,20.7,20.8,1755,808864,16753375.0
2020-04-01,2020-04-01,HINDPETRO,A,191.0,195.5,180.9,184.5,190.15,4945,283457,52885646.0
2020-04-01,2020-04-01,IFCI,A,4.06,4.06,3.95,3.97,4.07,17530,154553,614985.0
2020-04-01,2020-04-01,MTNL,B,6.01,6.13,5.97,6.0,6.04,4031,33702,204187.0
2020-04-01,2020-04-01,MRPL,A,23.0,24.25,22.9,23.55,23.1,279,28559,664938.0
2020-04-01,2020-04-01,CHENNPETRO,A,60.6,64.0,59.15,59.65,60.6,815,10113,616050.0
2020-04-01,2020-04-01,RELCAPITAL,A,4.6,4.6,4.4,4.48,4.49,502,199453,889993.0
2020-04-01,2020-04-01,SBIN,A,195.5,195.5,185.3,186.6,196.95,25140,2480900,466617761.0
2020-04-01,2020-04-01,SAIL,A,23.25,23.25,21.85,22.2,23.05,12930,776596,17340268.0
2020-04-01,2020-04-01,TITAN,A,939.0,941.55,902.55,936.75,933.5,5293,122499,112726596.0
2020-04-01,2020-04-01,IDBI,A,19.3,19.45,18.6,19.3,19.3,441,98338,1882952.0
2020-04-01,2020-04-01,DCW,B,7.62,7.87,7.3,7.55,7.31,82,23772,178665.0
2020-04-01,2020-04-01,DHAMPURSUG,B,86.85,86.85,86.85,86.85,82.75,13,1637,142173.0
2020-04-01,2020-04-01,DIAMINESQ,X,150.9,150.9,145.0,147.4,147.9,90,2579,381663.0
2020-04-01,2020-04-01,ELANTAS,B,2100.0,2250.0,2050.0,2216.35,2160.8,208,640,1409199.0
2020-04-01,2020-04-01,DRREDDY,A,3180.0,3180.0,3068.7,3096.2,3117.1,1881,16061,49750559.0
2020-04-01,2020-04-01,EIDPARRY,A,139.05,143.4,135.0,135.6,139.75,435,8020,1106023.0
2020-04-01,2020-04-01,PGHL,A,3600.0,3683.1,3540.0,3669.75,3644.45,204,543,1979974.0
2020-04-01,2020-04-01,ELECTCAST,B,9.4,9.4,9.05,9.07,9.17,36,3817,34849.0
2020-04-01,2020-04-01,ESABINDIA,B,1098.65,1177.85,998.0,1009.85,1074.7,168,1294,1336478.0
2020-04-01,2020-04-01,EPL,A,155.8,160.0,151.0,153.75,154.6,127,1874,288940.0
2020-04-01,2020-04-01,ESTER,B,24.75,24.75,24.5,24.7,24.1,12,770,18920.0
2020-04-01,2020-04-01,FGP,X,1.6,1.6,1.6,1.6,1.63,3,1040,1664.0
2020-04-01,2020-04-01,FINCABLES,A,221.0,223.6,195.55,219.55,203.35,241,3022,644625.0
2020-04-01,2020-04-01,COCKERILL,X,455.0,455.0,417.6,425.75,417.25,10,89,38167.0
2020-04-01,2020-04-01,UFLEX,A,136.35,139.35,133.7,137.45,138.0,126,579,79411.0
2020-04-01,2020-04-01,FOSECOIND,B,921.6,1099.0,891.0,960.1,916.85,71,411,397833.0
2020-04-01,2020-04-01,GOLDENTOBC,B,19.55,19.55,19.55,19.55,18.65,1,30,586.0
2020-04-01,2020-04-01,GANESHBE,X,24.3,24.5,24.0,24.2,23.35,52,9486,230683.0
2020-04-01,2020-04-01,METROGLOBL,X,35.5,39.9,32.0,33.15,34.0,22,2329,79284.0
2020-04-01,2020-04-01,GTL,B,1.03,1.13,1.03,1.13,1.08,3,10968,12325.0
2020-04-01,2020-04-01,GODFRYPHLP,A,951.3,987.0,941.5,959.4,942.5,774,4397,4232721.0
2020-04-01,2020-04-01,GODREJIND,A,283.25,283.25,276.0,277.3,283.5,1240,14361,4000217.0
2020-04-01,2020-04-01,KANSAINER,A,386.15,391.15,385.05,387.4,386.15,358,4386,1701349.0
2020-04-01,2020-04-01,GOODRICKE,X,111.0,125.45,106.25,125.45,104.55,352,35765,4253722.0
2020-04-01,2020-04-01,GOODYEAR,B,592.0,641.3,585.0,617.25,604.55,454,4697,2914545.0
2020-04-01,2020-04-01,GHCL,A,93.15,93.15,88.75,93.0,88.75,1363,70241,6506654.0
2020-04-01,2020-04-01,GFLLIMITED,B,85.05,85.05,81.55,81.55,81.0,44,1371,115561.0
2020-04-01,2020-04-01,HCL-INSYS,B,3.73,3.91,3.66,3.91,3.73,116,50770,195263.0
2020-04-01,2020-04-01,HDFCBANK,A,869.9,869.9,820.0,829.7,862.0,24598,737855,612054478.0
2020-04-01,2020-04-01,HEROMOTOCO,A,1594.2,1646.7,1565.3,1639.15,1594.2,6480,110066,177514498.0
2020-04-01,2020-04-01,HFCL,A,9.05,9.07,8.71,8.87,9.02,612,17283,154118.0
2020-04-01,2020-04-01,HSCL,A,32.0,35.45,31.8,35.0,29.55,2699,332026,11317962.0
2020-04-01,2020-04-01,HCC,B,4.18,4.18,3.87,3.95,3.99,271,337289,1345166.0
