TradDt,BizDt,TckrSymb,SctySrs,OpnPric,HghPric,LwPric,ClsPric,PrvsClsgPric,TtlNbOfTxsExctd,TtlTradgVol,TtlTrfVal
2020-11-24,2020-11-24,ABB,B,1071.15,1085.0,1052.15,1073.95,1071.15,1047,7405,7942119.0
2020-11-24,2020-11-24,AEGISLOG,A,222.0,229.0,216.25,227.75,223.1,1845,26609,5985317.0
2020-11-24,2020-11-24,ARE&M,A,870.2,895.35,870.2,890.9,872.8,1455,28517,25177241.0
2020-11-24,2020-11-24,AMBALALSA,X,20.6,20.65,19.25,19.4,20.2,273,110147,2156123.0
2020-11-24,2020-11-24,HDFC,A,2270.0,2272.0,2211.0,2217.65,2250.8,14948,826716,1841578673.0
2020-11-24,2020-11-24,ANDHRAPET,X,38.75,38.75,35.65,37.15,37.05,517,154059,5681458.0
2020-11-24,2020-11-24,ANSALAPI,B,4.28,4.28,4.0,4.28,4.08,44,25157,106659.0
2020-11-24,2020-11-24,UTIQUE,X,1.11,1.11,1.01,1.11,1.11,7,2100,2301.0
2020-11-24,2020-11-24,ARUNAHTEL,XT,6.36,6.36,6.35,6.36,6.35,4,400,2542.0
2020-11-24,2020-11-24,BOMDYEING,A,70.5,73.8,69.8,73.3,69.35,5226,586694,42528279.0
2020-11-24,2020-11-24,ASIANHOTNR,B,54.4,58.1,54.3,54.75,54.5,71,2949,165568.0
2020-11-24,2020-11-24,ATUL,A,6412.55,6451.0,6303.0,6320.7,6399.2,675,1528,9726014.0
2020-11-24,2020-11-24,ATVPR,XT,4.83,5.07,4.59,5.07,4.83,61,37617,190084.0
2020-11-24,2020-11-24,AUTOLITEI,B,19.6,19.75,19.2,19.35,19.4,38,1777,34738.0
2020-11-24,2020-11-24,BAJAJELEC,A,567.0,567.1,554.1,564.0,552.55,720,8918,4999594.0
2020-11-24,2020-11-24,BAJAJHIND,B,4.99,5.43,4.8,5.3,4.92,1769,1677688,8660379.0
2020-11-24,2020-11-24,FORCEMOT,A,1175.0,1193.95,1170.0,1173.1,1174.5,379,1890,2229288.0
2020-11-24,2020-11-24,BAJFINANCE,A,4847.0,4856.9,4772.0,4809.2,4809.65,12031,234565,1124965163.0
