TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd01,Rsvd02,Rsvd03,Rsvd04
2023-12-05,2023-12-05,CM,BSE,STK,534091,INE745G01035,MCX,A,,,,,Multi Commodity Exchange of India Ltd,3129.90,3214.45,3090.55,3186.90,3180.00,3091.30,,3187.70,,,76604,241662125.00,6203,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,534139,INE839M01018,SCHNEIDER,A,,,,,SCHNEIDER ELECTRIC INFRASTRUCTURE LIMITE,342.00,348.20,336.55,340.60,345.00,342.10,,340.95,,,35447,12117550.00,1464,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,534190,INE550L01013,OLPCL,X,,,,,Olympic Cards Limited,3.59,3.90,3.59,3.90,3.90,3.72,,3.90,,,2329,9081.00,6,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,534309,INE095N01031,NBCC,A,,,,,NBCC (India) Limited,78.99,78.99,75.95,77.13,77.13,78.56,,77.10,,,1666996,129277068.00,5047,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,534312,INE472M01018,MTEDUCARE,T,,,,,MT EDUCARE LIMITED,3.94,3.94,3.80,3.92,3.87,3.83,,3.91,,,24081,92602.00,14,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,534328,INE750M01017,HEXATRADEX,B,,,,,Hexa Tradex Limited,155.00,155.30,149.30,150.35,149.30,154.50,,150.45,,,3448,529504.00,166,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,534338,INE393F01010,MAXHEIGHTS,X,,,,,Maxheights Infrastructure Limited,50.50,50.50,47.40,48.86,48.95,48.33,,48.86,,,2780,134540.00,43,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,534369,INE760L01018,TBZ,B,,,,,Tribhovandas Bhimji Zaveri Limited,125.15,127.30,123.15,124.05,123.35,126.65,,124.40,,,38256,4777992.00,757,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,534392,INE050M01012,VSSL,B,,,,,Vardhman Special Steels Ltd,223.00,233.90,222.20,231.95,233.75,223.00,,232.00,,,14547,3313868.00,574,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,534422,INE204N01013,LOOKS,X,,,,,Looks Health Services Limited,5.40,5.55,5.31,5.42,5.42,5.45,,5.42,,,11495,62192.00,83,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,534425,INE247M01014,SPECIALITY,B,,,,,Speciality Restaurants Limited,191.20,192.00,185.00,188.40,188.40,191.65,,188.20,,,6863,1291713.00,481,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,534532,INE142K01011,LYPSAGEMS,B,,,,,Lypsa Gems & Jewellery Limited,5.18,5.30,5.11,5.15,5.15,5.21,,5.24,,,3736,19321.00,32,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,534563,INE253N01010,MASL,MT,,,,,MAX ALERT SYSTEMS LIMITED,2.95,2.95,2.95,2.95,2.95,2.81,,2.95,,,3200,9440.00,3,F1,800,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,534597,INE834M01019,RTNINDIA,A,,,,,RATTANINDIA ENTERPRISES LIMITED,79.64,80.98,76.86,77.95,77.95,79.31,,78.04,,,1662341,130454211.00,5634,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,534598,INE735M01018,SAMPANN,B,,,,,Sampann Utpadan India Limited,24.30,24.35,22.11,22.11,22.11,23.27,,22.08,,,66682,1520192.00,219,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,534600,INE391J01024,JTLIND,B,,,,,JTL INDUSTRIES LIMITED,215.00,216.75,209.55,215.60,215.95,215.25,,215.30,,,45312,9696080.00,1241,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,534612,INE436N01029,AMTL,X,,,,,ADVANCE METERING TECHNOLOGY LIMITED,32.99,33.42,30.24,33.42,33.42,31.83,,33.42,,,62009,2058791.00,556,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,534615,INE553C01016,NECCLTD,T,,,,,North Eastern Carrying Corporation Limit,32.00,32.00,30.90,31.42,31.40,31.50,,31.28,,,52591,1647463.00,256,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,534618,INE299N01013,WAAREERTL,B,,,,,WAAREE RENEWABLE TECHNOLOGIES LIMITED,1487.85,1487.85,1425.00,1447.25,1447.25,1462.15,,1447.25,,,25808,37384532.00,1672,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,534623,INE524N01014,JUPITERIN,X,,,,,Jupiter Infomedia Limited,27.20,27.99,26.51,27.23,27.23,27.17,,27.23,,,14690,401489.00,179,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,534639,INE581M01016,VINAYAKPOL,X,,,,,VINAYAK POLYCON INTERNATIONAL LIMITED,22.25,22.25,22.00,22.25,22.25,22.00,,22.25,,,261,5749.00,4,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,534674,INE741L01018,DUCON,T,,,,,Ducon Infratechnologies Limited,8.45,8.75,8.31,8.43,8.50,8.74,,8.45,,,249019,2118919.00,337,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,534675,INE195N01013,PROZONER,B,,,,,PROZONE REALTY LIMITED,31.81,32.91,31.75,32.01,31.92,32.01,,32.00,,,61106,1966428.00,605,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,534680,INE559N01010,SRGHFL,B,,,,,SRG Housing Finance Limited,280.25,280.25,273.00,274.50,274.00,278.65,,275.60,,,37,10227.00,23,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,534691,INE456N01019,COMCL,XT,,,,,Comfort Commotrade Limited,22.70,22.70,20.61,22.26,22.26,21.62,,22.26,,,12505,277690.00,25,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,534732,INE176N01021,CASPIAN,X,,,,,CASPIAN CORPORATE SERVICES LIMITED,33.00,33.00,31.54,32.55,32.97,32.67,,32.55,,,12896,417442.00,83,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,534733,INE175N01023,AERPACE,XT,,,,,Aerpace Industries Limited,4.24,4.24,4.24,4.24,4.24,4.16,,4.24,,,28682,121611.00,15,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,534741,INE247C01023,VIRTUALG,X,,,,,VIRTUAL GLOBAL EDUCATION LTD.,0.88,0.89,0.86,0.88,0.88,0.87,,0.88,,,898909,784745.00,641,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,534742,INE840M01016,ZUARI,B,,,,,ZUARI AGRO CHEMICALS LIMITED,182.00,186.95,177.90,179.90,179.30,181.00,,179.65,,,55568,10153924.00,933,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,534748,INE503B01021,STEELXIND,B,,,,,Steel Exchange India Ltd.,10.03,10.07,9.70,9.75,9.80,9.95,,9.75,,,1065613,10461518.00,1904,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,534755,INE234G01022,TRIOMERC,X,,,,,Trio Mercantile & Trading Limited,0.79,0.80,0.78,0.80,0.80,0.77,,0.80,,,68968,54804.00,143,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,534758,INE675C01017,CIGNITI,A,,,,,Cigniti Technologies Ltd,1125.05,1135.00,1120.00,1124.30,1124.30,1131.55,,1125.10,,,7392,8322586.00,542,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,534796,INE198N01017,CDG,XT,,,,,CDG PETCHEM LIMITED,35.06,35.06,35.00,35.00,35.00,35.06,,35.00,,,1215,42537.00,5,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,534804,INE752H01013,CARERATING,A,,,,,CARE Ratings Limited,961.95,965.55,935.85,947.85,950.00,962.75,,948.40,,,9531,9062282.00,904,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,534809,INE785M01013,PCJEWELLER,B,,,,,PC JEWELLER LIMITED,28.55,28.97,28.25,28.35,28.35,28.50,,28.35,,,393775,11227305.00,1544,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,534816,INE121J01017,INDUSTOWER,A,,,,,INDUS TOWERS LIMITED,186.45,188.30,184.30,185.95,186.25,187.00,,185.95,,,158491,29472454.00,2188,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,534976,INE665J01013,VMART,A,,,,,V-Mart Retail Limited,1829.35,1860.00,1823.90,1846.85,1846.00,1834.50,,1846.00,,,4706,8693755.00,965,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,535136,INE149O01018,NIBE,X,,,,,NIBE LIMITED,759.00,760.00,711.55,724.60,724.60,744.05,,724.60,,,48820,35844909.00,881,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,535204,INE160O01031,MUKTA,X,,,,,Mukta Agriculture Limited,3.27,3.39,3.25,3.39,3.39,3.27,,3.39,,,12296,41389.00,41,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,535205,INE159O01033,MYSTICELE,X,,,,,Mystic Electronics Limited,3.75,3.76,3.52,3.64,3.64,3.69,,3.64,,,19395,69056.00,109,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,535267,INE274M01026,COMFINCAP,X,,,,,COMFORT FINCAP LIMITED,8.75,8.75,8.41,8.48,8.45,8.67,,8.48,,,106592,911331.00,297,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,535276,INF200K01VT2,SBISENSEX,A,,,,,SBI Mutual Fund,749.50,751.38,730.24,748.89,748.34,744.24,,748.89,,,7893,5911088.00,206,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,535322,INE612J01015,REPCOHOME,A,,,,,Repco Home Finance Limited,411.85,411.85,396.20,400.05,398.90,407.00,,400.15,,,6883,2764257.00,395,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,535387,INE191O01010,LAKHOTIA,XT,,,,,LAKHOTIA POLYESTERS (INDIA) LIMITED,38.00,38.00,36.58,37.98,37.98,38.50,,37.98,,,386,14190.00,13,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,535431,INE168O01026,GCMSECU,T,,,,,GCM Securities Limited,0.79,0.79,0.79,0.79,0.79,0.83,,0.79,,,831908,657207.00,446,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,535458,INE047O01014,NIBL,B,,,,,NRB INDUSTRIAL BEARINGS LIMITED,39.00,40.01,38.70,40.01,40.01,38.11,,40.00,,,50785,2029044.00,262,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,535566,INE902D01013,KIFS,X,,,,,KIFS Financial Services Ltd,179.00,179.90,168.35,173.85,171.25,172.30,,173.85,,,876,151557.00,37,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,535601,INE099F01013,SREEL,B,,,,,Sreeleathers Limited,309.20,316.15,308.85,310.20,311.65,308.35,,310.75,,,2465,767748.00,362,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,535602,INE597I01028,SHARDA,B,,,,,Sharda Motor Industries Ltd,1301.05,1337.50,1285.85,1297.60,1309.65,1311.20,,1307.30,,,6365,8333321.00,880,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,535621,INE159L01013,SVGLOBAL,X,,,,,S V Global Mill Limited,81.68,85.39,81.15,81.93,83.90,85.39,,81.93,,,6339,516926.00,40,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,535648,INE599M01018,JUSTDIAL,A,,,,,Just Dial Limited,751.00,779.80,751.00,771.95,770.40,751.75,,772.00,,,20696,15854255.00,1418,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,535657,INE860E01011,OONE,X,,,,,ObjectOne Information Systems Ltd,20.46,21.50,19.21,20.89,20.89,20.07,,20.89,,,86013,1771702.00,347,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,535667,INE474O01010,IFINSEC,XT,,,,,India Finsec Limited,54.85,54.86,54.00,54.86,54.86,52.25,,54.86,,,1208,66090.00,17,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,535693,INE320I01017,BRAHMINFRA,XT,,,,,BRAHMAPUTRA INFRASTRUCTURE LIMITED,51.11,51.11,51.10,51.11,51.11,52.10,,51.11,,,18232,931670.00,19,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,535719,INE989J01017,QUEST,X,,,,,QUEST SOFTECH (INDIA) LIMITED,64.93,64.93,64.93,64.93,64.93,61.84,,64.93,,,4013,260564.00,24,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,535730,INE731G01027,KHOOBSURAT,X,,,,,Khoobsurat Ltd.,1.14,1.16,1.12,1.13,1.14,1.14,,1.13,,,293819,333489.00,449,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,535754,INE876N01018,ORIENTCEM,A,,,,,ORIENT CEMENT LIMITED,259.95,259.95,247.00,253.65,255.25,256.00,,253.85,,,78150,19600367.00,1721,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,535755,INE647O01011,ABFRL,A,,,,,Aditya Birla Fashion and Retail Limited,232.75,241.50,229.20,240.30,240.30,232.45,,240.40,,,314779,74543505.00,6014,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,535789,INE148I01020,IBULHSGFIN,A,,,,,INDIABULLS HOUSING FINANCE LIMITED,200.90,201.00,193.90,197.10,197.10,201.90,,197.00,,,1277940,251942966.00,9199,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,535910,INE340O01013,MMLF,M,,,,,Money Masters Leasing & Finance Limited,84.45,84.45,77.38,77.38,77.38,81.45,,77.38,,,5000,404575.00,2,F1,2500,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,535916,INE030P01017,ALSL,M,,,,,Alacrity Securities Limited,34.38,34.38,31.35,31.35,31.35,33.00,,31.35,,,152000,4887920.00,19,F1,8000,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,535958,INE418N01035,ESSENTIA,B,,,,,Integra Essentia Limited,6.55,6.73,6.49,6.54,6.56,6.56,,6.55,,,3342339,22008335.00,2624,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,536073,INE890N01019,JULIEN,XT,,,,,JULIEN AGRO INFRATECH LIMITED,25.00,26.22,24.24,24.99,25.00,25.00,,24.99,,,223803,5439625.00,76,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,536264,INE906O01011,TIGERLOGS,X,,,,,Tiger Logistics (India) Limited,525.00,563.90,518.05,560.00,563.90,517.30,,560.00,,,104432,57348401.00,628,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,536493,INE690O01011,JK AGRI,X,,,,,JK Agri Genetics Limited,415.00,415.00,405.25,412.35,414.30,406.40,,412.35,,,1557,642006.00,65,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,536507,INE452O01016,FLFL,Z,,,,,Future Lifestyle Fashions Limited,2.95,3.00,2.92,2.95,2.92,3.01,,2.95,,,82194,243897.00,119,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,536565,INE314I01036,TRIMURTHI,X,,,,,Trimurthi Limited,11.30,11.30,11.23,11.23,11.23,10.77,,11.23,,,274,3085.00,7,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,536659,INE428B01013,PVVINFRA,X,,,,,PVV Infra Limited,20.47,20.47,19.51,20.47,20.47,19.50,,20.47,,,98948,2018565.00,191,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,536672,INE962O01014,VCU,X,,,,,VCU Data Management Limited,6.19,6.70,6.18,6.68,6.70,6.13,,6.68,,,177303,1169494.00,398,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,536709,INE138O01029,INDRENEW,XT,,,,,IND Renewable Energy Ltd,28.50,30.53,28.15,30.19,30.51,29.08,,30.19,,,14676,424949.00,122,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,536773,INE147P01019,JPOLYINVST,B,,,,,JINDAL POLY INVESTMENT AND FINANCE COMPA,666.20,666.20,650.65,651.65,652.45,659.95,,651.50,,,1310,857451.00,192,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,536868,INE256F01019,INTELSOFT,XT,,,,,Integra Telecommunication & Software Lim,11.34,11.40,11.01,11.06,11.05,11.12,,11.06,,,18757,210255.00,105,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,536960,INF247L01023,MOM100,B,,,,,Motilal Oswal Mutual Fund,46.82,47.75,46.60,47.14,47.40,47.43,,47.22,,,44997,2114548.00,621,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,536974,INE536P01021,CPL,X,,,,,CAPTAIN POLYPLAST LIMITED,34.90,36.45,34.10,36.01,36.20,34.68,,36.01,,,711120,25159080.00,1554,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,537007,INF109K012R6,NIFTYIETF,B,,,,,ICICI Prudential Mutual Fund,227.35,229.00,227.10,228.61,228.50,227.12,,228.63,,,25993,5929917.00,1042,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,537008,INF109KA1962,NIF100IETF,B,,,,,ICICI Prudential Nifty 100 ETF,228.00,229.83,228.00,229.83,229.83,227.42,,229.42,,,53,12117.00,10,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,537069,INE185K01036,ARNOLD,X,,,,,Arnold Holdings Ltd,19.30,19.52,18.61,18.99,19.00,18.82,,18.99,,,3987,76330.00,42,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,537253,INE671C01016,SUNLOC,X,,,,,Sunil Healthcare Limited,53.00,54.50,52.00,54.07,54.07,52.10,,54.07,,,11891,632321.00,65,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,537254,INE140B01014,RCIIND,Z,,,,,RCI Industries & Technologies Limited,4.00,4.41,4.00,4.31,4.30,4.20,,4.31,,,8922,37740.00,18,F1,750,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,537259,INE442P01014,SUYOG,X,,,,,Suyog Telematics Limited,931.75,942.30,911.00,914.75,919.00,929.95,,914.75,,,23992,22243772.00,348,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,537291,INE448G01010,NATHBIOGEN,B,,,,,Nath Biogene India Ltd.,197.20,200.00,196.10,196.50,197.85,197.80,,196.60,,,8933,1772103.00,403,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,537292,INE449G01018,AGRITECH,B,,,,,Agri-Tech India Ltd.,218.45,220.95,210.85,212.65,212.70,217.85,,213.10,,,4864,1047738.00,324,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,537326,INE212P01011,CHEMTECH,XT,,,,,CHEMTECH INDUSTRIAL VALVES LIMITED,63.90,64.03,59.50,60.23,60.23,60.99,,60.23,,,33929,2090365.00,178,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,537392,INE392H01018,TAAZAINT,XT,,,,,Taaza International Limited,7.62,8.39,7.62,7.98,7.98,8.02,,7.98,,,30920,246411.00,133,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,537483,INF204K014N5,NIF100BEES,B,,,,,NIPPON INDIA ETF NIFTY 100,219.80,219.80,216.61,218.34,219.03,216.77,,218.50,,,1955,425861.00,257,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,537524,INE324N01027,VIAANINDUS,Z,,,,,Viaan Industries Limited,0.60,0.65,0.60,0.64,0.64,0.63,,0.64,,,83800,53362.00,54,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,537536,INE051G01012,DENISCHEM,X,,,,,Denis Chem Lab Limited,124.90,128.80,118.90,121.70,122.30,122.45,,121.70,,,19898,2439806.00,232,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,537573,INE826P01018,POLYMAC,M,,,,,Polymac Thermoformers Limited,39.50,39.50,37.00,38.16,37.00,38.22,,38.16,,,19200,732680.00,18,F1,800,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,537707,INE546I01017,ETT,X,,,,,ETT Limited,17.95,17.95,17.20,17.55,17.58,17.96,,17.55,,,63631,1116846.00,305,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,537708,INF174K014P6,KOTAKNIFTY,B,,,,,Kotak Mahindra Mutual Fund,222.50,224.00,222.50,223.69,224.00,222.42,,223.71,,,10713,2392937.00,220,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,537709,INE101H01013,HANSUGAR,X,,,,,SHREE HANUMAN SUGAR & INDUSTRIES LTD.,7.08,7.19,6.90,7.02,7.03,7.08,,7.02,,,39783,279607.00,206,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,537750,INE555P01013,KIRANVYPAR,X,,,,,Kiran Vyapar Limited,144.00,147.00,142.35,145.45,146.00,145.00,,145.45,,,2715,391652.00,62,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,537766,INE905P01028,BCP,XT,,,,,B.C. Power Controls Limited,5.29,5.43,5.25,5.35,5.35,5.29,,5.35,,,247150,1313914.00,464,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,537785,INE084Q01012,RACE,B,,,,,RACE ECO CHAIN LIMITED,385.80,397.05,380.05,395.45,395.00,378.20,,393.85,,,8930,3509695.00,991,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,537800,INE717C01025,MANGIND,X,,,,,Mangalam Industrial Finance Limited,3.31,3.45,3.30,3.45,3.45,3.29,,3.45,,,2557804,8704816.00,1310,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,537820,INE159N01027,VFL,B,,,,,VIJI FINANCE LIMITED,1.62,1.73,1.60,1.61,1.60,1.65,,1.62,,,313545,509500.00,104,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,537839,INE977M01024,PHOENIXTN,XT,,,,,PHOENIX TOWNSHIP LIMITED,81.79,84.49,77.51,81.00,81.00,81.47,,81.00,,,2514,201724.00,19,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,537985,INE463B01036,INFRONICS,X,,,,,INFRONICS SYSTEMS LIMITED,40.80,40.80,36.56,39.90,39.90,39.81,,39.90,,,2237,87423.00,20,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,538057,INF457M01133,CPSEETF,A,,,,,Nippon India Mutual Fund,61.19,61.96,60.05,61.59,61.59,60.68,,61.68,,,255665,15612320.00,780,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,538081,INE493N01012,HARIAAPL,X,,,,,Haria Apparels Limited,4.62,4.63,4.62,4.63,4.63,4.70,,4.63,,,7639,35313.00,39,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,538092,INE574G01013,VASUPRADA,X,,,,,SHRI VASUPRADA PLANTATIONS LIMITED,76.00,78.50,75.00,76.35,77.00,78.24,,76.35,,,357,27249.00,12,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,538119,INE012Q01021,RNBDENIMS,B,,,,,R&B Denims Limited,35.13,37.00,35.11,35.81,36.00,36.27,,35.81,,,48940,1758550.00,188,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,538180,INE204P01026,GOLDLINE,Z,,,,,Gold Line International Finvest Limited,1.15,1.15,1.15,1.15,1.15,1.10,,1.15,,,753695,866749.00,270,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,538212,INE909D01026,SHARPINV,X,,,,,SHARP INVESTMENTS LTD,0.59,0.59,0.57,0.59,0.59,0.57,,0.59,,,4700774,2755928.00,1037,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,538268,INE066O01014,WONDERLA,B,,,,,Wonderla Holidays Limited,950.00,954.35,903.25,910.70,910.70,950.00,,910.25,,,28478,26214250.00,2803,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,538273,INE401B01010,RESPONSINF,XT,,,,,Response Informatics Limited,48.93,48.93,48.93,48.93,48.93,46.60,,48.93,,,3000,146790.00,9,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,538319,INE191P01017,GCMCAPI,MT,,,,,GCM Capital Advisors Limited,6.20,6.20,5.92,6.20,6.20,6.20,,6.20,,,12000,74120.00,4,F1,1000,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,538351,INE663P01015,AFEL,XT,,,,,A.F. Enterprises Limited,4.95,4.99,4.76,4.98,4.98,4.93,,4.98,,,20540,100878.00,107,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,538365,INE452L01012,INCREDIBLE,T,,,,,INCREDIBLE INDUSTRIES LIMITED,32.99,32.99,31.80,31.80,31.80,32.44,,31.80,,,90,2879.00,4,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,538382,INE266P01017,WESTLEIRES,XT,,,,,WEST LEISURE RESORTS LIMITED,175.25,189.05,175.20,185.00,185.00,184.40,,185.00,,,710,126242.00,14,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,538395,INE792G01011,NAM,X,,,,,Nam Securities Ltd.,72.83,72.83,65.91,70.28,70.05,69.37,,70.28,,,2152,151547.00,40,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,538401,INE318N01011,METSL,X,,,,,MAESTROS ELECTRONICS & TELECOMMUNICATION,89.00,90.64,84.00,84.96,84.96,87.65,,84.96,,,16350,1402717.00,164,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,538402,INE502O01018,SPS,T,,,,,SPS Finquest Limited,71.00,71.00,71.00,71.00,71.00,72.03,,71.00,,,1,71.00,1,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,538422,INE508N01025,JACKSON,XT,,,,,Jackson Investments Limited,0.49,0.49,0.49,0.49,0.49,0.49,,0.49,,,282100,138229.00,94,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,538446,INE296Q01012,MONEYBOXX,B,,,,,MONEYBOXX FINANCE LIMITED,295.00,295.00,278.00,280.25,278.00,282.80,,280.25,,,23905,6844468.00,395,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,538452,INE855P01033,QUASAR,X,,,,,Quasar India Limited,22.93,22.93,22.93,22.93,22.93,24.13,,22.93,,,12597,288849.00,136,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,538464,INE901C01017,TPROJECT,XT,,,,,Thirani Projects Limited,3.41,3.75,3.41,3.75,3.75,3.58,,3.75,,,49119,168480.00,34,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,538465,INE745P01010,AMARSEC,XT,,,,,Amarnath Securities Ltd.,54.41,54.41,54.41,54.41,54.41,55.52,,54.41,,,1,54.00,1,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,538476,INE172D01021,CTL,XT,,,,,Capital Trade Links Limited,35.50,36.96,33.80,35.51,35.51,35.39,,35.51,,,9510,334598.00,57,F1,1,,,,,
