TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd01,Rsvd02,Rsvd03,Rsvd04
2023-12-05,2023-12-05,CM,BSE,STK,507753,INE284B01028,TGVSL,A,,,,,TGV SRAAC Limited,100.05,105.90,99.85,104.00,104.00,100.10,,104.00,,,400670,41340298.00,2554,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,507759,INE891G01011,LIMECHM,XT,,,,,Lime Chemicals Ltd.,24.61,25.23,24.05,24.65,24.65,25.26,,24.65,,,1871,45832.00,23,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,507779,INE694E01014,KANPRPLA,B,,,,,KANP.PLAST(P,119.40,120.85,119.40,120.05,119.75,119.10,,120.20,,,132,15813.00,8,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,507785,INE123C01018,TAINWALCHM,B,,,,,Tainwala Chemicals & Plastics Ltd,132.60,132.60,132.05,132.05,132.05,132.95,,132.20,,,110,14527.00,5,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,507789,INE048B01027,JAGSNPHARM,B,,,,,JAGSONPAL PH,416.50,416.50,413.70,413.75,413.70,409.50,,414.60,,,664,275330.00,115,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,507794,INE745B01028,KHAICHEM,B,,,,,Khaitan Chemicals & Fertilizers Ltd,67.49,67.49,64.94,65.01,65.16,65.50,,64.90,,,6376,420132.00,196,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,507813,INE296D01010,NOL,X,,,,,National Oxygen Ltd.,118.70,118.85,116.20,116.85,116.75,117.10,,116.85,,,1450,169896.00,53,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,507815,INE322A01010,GILLETTE,A,,,,,GILLETTE IND,6370.00,6372.60,6310.00,6333.25,6310.00,6351.05,,6331.35,,,268,1699557.00,124,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,507817,INE469D01013,WIREFABR,X,,,,,WIRES FABRIK,150.50,150.50,144.00,148.95,148.95,149.00,,148.95,,,388,57486.00,13,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,507828,INE880B01015,ANSALHSG,XT,,,,,ANSAL HOUSING LIMITED,8.92,8.94,8.22,8.84,8.85,8.52,,8.84,,,408222,3570053.00,386,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,507833,INE607B01012,COMPUPN,XT,,,,,Computer Point Ltd.,4.90,4.90,4.81,4.81,4.81,4.90,,4.81,,,32980,160853.00,110,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,507836,INE435D01014,MCCHRLS-B,X,,,,,Mac Charles (India) Ltd.,400.20,413.95,400.20,405.00,405.00,406.85,,405.00,,,410,166025.00,18,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,507852,INE757C01021,ADDIND,XT,,,,,Addi Industries Ltd.,50.06,54.63,50.00,52.95,53.30,52.03,,52.95,,,3520,181369.00,51,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,507864,INE746D01014,PIONRINV,X,,,,,Pioneer Investcorp Ltd,35.83,35.83,33.80,34.75,34.75,34.88,,34.75,,,527,18230.00,15,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,507872,INE372I01018,ASHNOOR,XT,,,,,Ashnoor Textiles Mills Ltd.,54.45,56.25,53.80,53.90,53.90,56.25,,53.90,,,4198,227002.00,36,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,507878,INE694A01020,UNITECH,Z,,,,,Unitech Ltd.,7.31,7.31,7.31,7.31,7.31,6.97,,7.20,,,5828435,42605859.00,15914,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,507880,INE054A01027,VIPIND,A,,,,,V.I.P. Industries Ltd.,603.95,607.45,593.50,598.00,598.50,601.40,,597.75,,,15953,9566333.00,822,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,507910,INE296C01020,FIBERWEB,B,,,,,FIBERWEB (INDIA) LTD.,32.63,33.00,32.00,32.60,32.70,32.34,,32.65,,,17568,569793.00,246,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,507912,INE724A01017,LKPFIN,X,,,,,LKP  Finance Limited,151.10,151.10,151.10,151.10,151.10,143.95,,151.10,,,3781,571309.00,50,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,507944,INE704G01024,BAJAJST,X,,,,,Bajaj Steel Industries Ltd.,1117.00,1117.00,1073.80,1080.30,1094.80,1103.40,,1080.30,,,4781,5197972.00,322,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,507948,INE130F01016,KEYCORP,XT,,,,,KEY CORP LTD,61.00,63.00,58.06,62.45,62.40,61.00,,62.45,,,6724,407029.00,53,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,507960,INE621C01011,GUJHOTE,X,,,,,Gujarat Hotels Ltd.,155.00,159.40,155.00,155.55,155.50,153.90,,155.55,,,1825,286650.00,36,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,507966,INE651D01016,RASRESOR,X,,,,,Ras Resorts & Apart Hotels Ltd.,48.07,50.25,45.67,45.73,47.45,48.07,,45.73,,,604,28128.00,17,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,507970,INE143I01013,PARMCOS-B,X,,,,,Paramount Cosmetics (India) Ltd,42.00,43.40,42.00,42.88,42.88,42.50,,42.88,,,509,21815.00,12,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,507981,INE726D01016,JINDHOT,X,,,,,JINDAL HOTEL,53.95,53.95,52.20,52.40,52.20,52.44,,52.40,,,12460,657257.00,82,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,507998,INE657D01021,SIMMOND,XT,,,,,Simmonds-Marshall Ltd,93.70,95.90,87.65,95.90,95.90,91.34,,95.90,,,46370,4364723.00,114,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,508136,INE489D01011,BNALTD,X,,,,,BB REALTY,334.45,340.50,326.00,328.70,329.55,327.50,,328.70,,,2503,825632.00,45,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,508486,INE979B01015,HAWKINCOOK,A,,,,,HAWKINS COOK,7597.95,7600.35,7402.00,7514.95,7422.05,7573.90,,7514.95,,,660,4973874.00,223,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,508494,INE712A01012,WARRENTEA,X,,,,,Warren Tea Ltd.,51.70,51.70,47.10,48.34,48.49,47.87,,48.34,,,6353,315725.00,67,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,508571,INE788M01017,COCHMAL,X,,,,,Cochin Malabar Estates & Indus. Ltd,88.54,92.96,84.12,89.27,87.50,88.54,,89.27,,,1105,99890.00,50,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,508664,INE553F01035,BESTEAST,X,,,,,Best Eastern Hotels Limited,20.20,20.20,20.20,20.20,20.20,21.26,,20.20,,,39206,791961.00,106,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,508670,INE605D01012,NEAGI,X,,,,,NEELAMA AGRO,3600.00,3600.00,3400.00,3448.75,3432.00,3498.00,,3448.75,,,144,496590.00,28,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,508807,INE684B01029,ISTLTD,X,,,,,IST Limited,734.00,744.70,730.00,739.70,739.00,733.90,,739.70,,,1887,1387944.00,104,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,508814,INE757A01017,COSMOFIRST,A,,,,,Cosmo First Limited,620.00,621.30,608.45,616.65,616.40,616.00,,615.35,,,6142,3783394.00,831,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,508869,INE437A01024,APOLLOHOSP,A,,,,,Apollo Hospitals Enterprises Ltd.,5590.00,5687.00,5524.10,5572.85,5569.05,5622.45,,5580.05,,,12971,72443308.00,2321,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,508875,INE861H01020,NITINCAST,X,,,,,Nitin Castings Limited,497.00,519.95,497.00,506.55,518.45,512.95,,506.55,,,834,423429.00,41,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,508905,INE641A01013,SMIFS,X,,,,,SMIFS CAP MA,48.32,51.07,48.32,51.07,51.07,48.64,,51.07,,,5886,297015.00,27,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,508906,INE295A01018,EVERESTIND,B,,,,,Everest Industries Ltd.,1149.70,1166.95,1148.10,1158.05,1160.45,1149.50,,1158.95,,,2822,3273768.00,363,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,508918,INE791H01011,IRONWOOD,X,,,,,IRONWOOD EDUCATION LIMITED,22.98,22.98,21.71,22.58,22.86,22.11,,22.58,,,6634,148721.00,63,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,508922,INE331L01026,MSRINDIA,XT,,,,,MSR India   Limited,10.95,10.95,10.40,10.60,10.57,10.88,,10.60,,,30238,320137.00,186,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,508933,INE193B01039,AYMSYNTEX,B,,,,,AYM Syntex Limited,70.56,71.09,68.61,68.61,68.61,70.29,,69.00,,,479,33643.00,32,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,508941,INE013E01017,PANCARBON,X,,,,,PANASON CAR,469.00,474.75,462.25,465.05,463.10,468.30,,465.05,,,4425,2059243.00,97,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,508954,INE734I01027,FINKURVE,B,,,,,Finkurve Financial Services Limited,56.50,56.50,53.10,56.29,56.29,53.68,,56.29,,,70312,3861958.00,257,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,508956,INE549B01016,HBLEAS,XT,,,,,HB Leasing & Finance Co. Ltd.,8.64,8.64,8.64,8.64,8.64,8.81,,8.64,,,2360,20390.00,23,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,508963,INE668Y01016,STRLGUA,XT,,,,,Sterling Guarantee & Fin. Ltd,16.52,16.52,16.52,16.52,16.52,17.38,,16.52,,,1,16.00,1,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,508969,INE673M01029,SULABEN,XT,,,,,Sulabh Engineers & Services Limited,5.53,5.72,5.26,5.60,5.72,5.53,,5.60,,,106146,583271.00,349,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,508980,INE977E01013,FRONTCAP,Z,,,,,Frontier Capital Limited,10.98,10.98,10.98,10.98,10.98,10.77,,10.98,,,11183,122789.00,10,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,508989,INE060A01024,NAVNETEDUL,A,,,,,Navneet Education Limited,145.95,147.90,142.45,146.20,145.25,145.80,,146.05,,,25647,3714114.00,508,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,508996,INE086E01021,SATRAPROP,Z,,,,,Satra Properties(India) Ltd,0.91,0.91,0.87,0.90,0.90,0.91,,0.90,,,39380,34967.00,39,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509009,INE218C01016,AUSOMENT,T,,,,,AuSom Enterprise Limited,68.60,68.60,68.60,68.60,68.60,69.70,,68.87,,,62,4253.00,2,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509020,INE413B01023,RUCHINFRA,T,,,,,Ruchi Infrastructure Ltd,11.26,11.55,11.00,11.55,11.55,11.00,,11.60,,,31444,356553.00,71,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509026,INE117F01013,VJTFEDU,XT,,,,,VJTF Eduservices Limited,62.00,63.50,62.00,63.50,63.50,65.00,,63.50,,,406,25418.00,8,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509038,INE763D01019,VOLLF,X,,,,,Voltaire Leasing & Finance Ltd.,10.61,10.61,10.21,10.60,10.61,10.41,,10.60,,,13525,141025.00,58,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509040,INE040F01033,NETLINK,X,,,,,Netlink Solutions (India) Ltd.,113.00,113.00,105.10,107.85,109.90,109.20,,107.85,,,7233,796226.00,144,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509048,INE572G01025,LANCORHOL,X,,,,,Lancor Holdings Ltd.,37.99,37.99,35.53,35.59,35.59,37.39,,35.59,,,199861,7250718.00,285,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509051,INE300B01022,INDINFO,X,,,,,Indian Infotech And Software Ltd.,1.92,1.92,1.87,1.90,1.90,1.90,,1.90,,,4234342,8012176.00,4681,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509053,INE521L01030,BANASFN,X,,,,,Banas Finance Limited,19.60,19.99,19.22,19.54,19.54,19.69,,19.54,,,43088,849977.00,295,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509055,INE392A01021,VISAKAIND,B,,,,,VISAKA IND L,88.20,89.05,86.19,86.55,86.55,88.04,,86.55,,,66941,5857225.00,702,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509069,INE669A01022,INFOMEDIA,T,,,,,Infomedia 18 Limited,6.49,6.49,5.90,5.90,5.90,6.20,,5.83,,,3411,20373.00,9,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509073,INE525B01016,HATHWAYB,XT,,,,,Hathway Bhawani Cabletel & Datacom,17.98,18.49,17.11,17.80,17.80,18.01,,17.80,,,32974,574648.00,80,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509079,INE742B01025,GUFICBIO,B,,,,,Gufic BioSciences Ltd.,337.50,348.00,334.50,341.70,340.40,332.05,,341.00,,,71582,24381593.00,2385,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509084,INE107J01016,PHOTON,XT,,,,,Photon Capital Advisors Ltd,83.69,83.69,75.77,75.79,75.77,79.75,,75.79,,,705,53471.00,7,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509152,INE137I01015,GRPLTD,B,,,,,GRP Limited,4569.00,4688.00,4548.60,4669.35,4674.00,4689.00,,4665.80,,,243,1132233.00,16,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509162,INE802D01023,INDAG,X,,,,,Indag Rubber Ltd.,140.80,142.70,138.80,140.45,140.45,140.15,,140.45,,,4706,660588.00,144,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509196,INE159E01026,MMRUBBR-B,X,,,,,M.M. Rubber Company Ltd.,110.50,112.55,110.00,111.85,112.40,110.50,,111.85,,,2721,303609.00,40,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509220,INE034D01049,PTL,B,,,,,PTL Enterprises Ltd,42.50,43.40,42.34,42.48,42.50,42.89,,42.53,,,41916,1794503.00,458,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509243,INE421C01016,TVSSRICHAK,A,,,,,TVS SRICHAKR,4541.45,4645.15,4450.00,4461.05,4461.10,4542.30,,4462.55,,,2045,9255665.00,682,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509423,INE367E01033,SEL,X,,,,,BAKELITE HYL,16.61,17.48,16.61,17.40,17.40,17.42,,17.40,,,312,5348.00,14,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509438,INE664D01019,BENARAS,X,,,,,BENARES HOTE,7103.00,7148.00,6820.20,6991.25,6991.25,7044.70,,6991.25,,,191,1343779.00,67,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509449,INE026I01010,BHAGWOX,XT,,,,,Bhagwati Oxygen Ltd.,37.00,39.00,37.00,37.86,37.60,37.65,,37.86,,,2845,108196.00,40,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509470,INE01TL01014,BOMOXY-B1,X,,,,,BOMBAY OXYGEN INVESTMENTS LIMITED,13150.00,13234.00,12902.00,13167.35,13228.00,13151.35,,13167.35,,,21,275888.00,13,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509472,INE145E01017,CRAVATEX,X,,,,,Cravatex Ltd.,460.20,469.95,456.00,456.85,456.10,470.00,,456.85,,,1346,620561.00,44,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509480,INE463A01038,BERGEPAINT,A,,,,,Berger Paints India Ltd,585.00,592.05,584.75,587.55,586.95,585.30,,588.00,,,16896,9947486.00,926,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509486,INE479A01018,CAPRIHANS,X,,,,,Caprihans India Ltd.,210.00,213.90,206.00,207.05,207.90,210.00,,207.05,,,9960,2070499.00,137,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509488,INE371A01025,GRAPHITE,A,,,,,Graphite India Ltd.,530.85,533.20,520.35,522.00,522.00,526.20,,521.90,,,82840,43635461.00,2058,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509496,INE686A01026,ITDCEM,A,,,,,ITD Cementation India Ltd,284.80,285.00,277.50,282.20,280.10,282.05,,282.10,,,69640,19635521.00,1092,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509525,INE515H01014,EMPIND,X,,,,,Empire Industries Ltd.,1010.00,1010.00,971.00,999.20,990.00,994.85,,999.20,,,2497,2471058.00,123,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509546,INE214F01026,GRAVISSHO,XT,,,,,GRAVISS HOSP,50.79,50.79,46.20,48.16,48.35,48.63,,48.16,,,3874,183306.00,49,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509557,INE276A01018,GARFIBRES,A,,,,,GARWARE TECHNICAL FIBRES LIMITED,3307.20,3352.95,3274.15,3302.45,3274.15,3321.20,,3300.15,,,1447,4796108.00,485,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509563,INE925D01014,GARWAMAR,X,,,,,GARWA MARI I,8.30,8.30,8.26,8.26,8.26,8.69,,8.26,,,4656,38620.00,28,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509567,INE426D01013,GOACARBON,B,,,,,Goa Carbon Ltd.,560.00,560.95,545.00,547.25,545.00,562.05,,547.35,,,7101,3923262.00,860,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509597,INE722D01015,HARDCAS,X,,,,,Hardcastle & Waud Mfg. Co. Ltd.,480.00,480.00,442.00,454.35,452.00,470.05,,454.35,,,1161,528388.00,78,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509631,INE545A01016,HEG,A,,,,,HEG Ltd.,1804.65,1804.65,1737.65,1749.85,1749.85,1795.40,,1750.10,,,29808,52599712.00,2208,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509635,INE310C01029,HINDCOMPOS,B,,,,,Hindustan Composites Ltd,475.00,479.85,466.10,467.60,471.15,461.90,,470.75,,,7112,3353392.00,1156,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509675,INE557A01011,HIL,A,,,,,HYDERABAD ID,2910.20,2927.00,2860.35,2872.70,2892.95,2909.00,,2875.65,,,1768,5131558.00,439,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509692,INE061A01014,INDIANCARD,B,,,,,INDIAN CARD,254.10,254.15,241.05,245.10,245.10,252.35,,243.15,,,2737,676667.00,453,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509709,INE575C01027,INTLCONV,B,,,,,International Conveyors Ltd.,97.90,98.15,90.65,91.21,91.02,97.84,,91.20,,,390729,36403897.00,3665,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509715,INE364A01020,JAYSHREETEA,B,,,,,Jay Shree Tea & Industries Ltd.,105.49,105.65,102.38,102.71,102.50,104.62,,102.62,,,12140,1256886.00,438,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509760,INE370A01019,MODRNSH,XT,,,,,MODERN SHARE,29.47,29.47,28.00,28.10,28.35,29.47,,28.10,,,3165,89328.00,50,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509820,INE275B01026,HUHTAMAKI,B,,,,,HUHTAMAKI INDIA LIMITED,295.55,299.30,293.10,294.10,293.50,295.35,,294.35,,,9523,2822014.00,453,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509835,INE940N01012,PREMSYN,XT,,,,,Premier Synthetics Ltd.,27.63,27.63,25.08,26.06,27.28,26.40,,26.06,,,34779,892379.00,98,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509845,INE712Z01019,RJSHAH,P,,,,,R.J. Shah & Co. Ltd.,333.00,366.95,333.00,366.95,366.95,349.50,,366.95,,,400,138292.00,6,F1,50,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509874,INE849C01026,SHALPAINTS,B,,,,,Shalimar Paints Ltd.,201.45,203.35,187.95,188.45,188.45,201.50,,188.85,,,139981,27120718.00,3410,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509895,INE832D01020,HINDMILL,X,,,,,Hindoostan Mills Ltd.,245.00,245.00,245.00,245.00,245.00,241.90,,245.00,,,2,490.00,1,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509930,INE195A01028,SUPREMEIND,A,,,,,Supreme Industries Ltd.,4713.25,4840.00,4599.45,4626.45,4626.45,4712.30,,4626.80,,,4383,20533348.00,1083,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509945,INE077P01034,THACKER,XT,,,,,Thacker & Co. Ltd.,502.85,502.85,480.00,482.00,482.00,478.95,,482.00,,,118,57571.00,10,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509960,INE726E01014,UPHOT,XT,,,,,U.P. Hotels Ltd.,899.00,899.90,866.05,868.00,868.00,879.25,,868.00,,,162,141251.00,15,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,509966,INE710A01016,VSTIND,A,,,,,VST INDUSTRI,3281.60,3325.00,3281.60,3315.60,3324.00,3275.80,,3319.55,,,176,582566.00,88,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,510245,INE804A01025,SWASTIVI,X,,,,,Swasti Vinayaka Synthetics Ltd.,6.59,6.60,6.40,6.56,6.58,6.50,,6.56,,,186750,1206312.00,306,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,511000,INE856D01011,MADHUSE,X,,,,,MADHUSUD SEC,11.99,11.99,11.40,11.40,11.40,11.99,,11.40,,,9407,108714.00,16,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,511012,INE457N01025,YAMNINV,XT,,,,,Yamini Investments Company Limited,0.77,0.78,0.77,0.77,0.77,0.78,,0.77,,,986422,763549.00,1212,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,511016,INE946K01023,PREMCAP,X,,,,,Premier Capital Services Ltd.,4.62,5.15,4.62,4.89,4.85,5.02,,4.89,,,12757,62677.00,41,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,511018,INE679T01013,ZMILGFIN,XT,,,,,MILGREY FINANCE & INVESTMENT LTD,57.40,57.40,57.40,57.40,57.40,56.28,,57.40,,,12005,689087.00,10,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,511034,INE742C01031,JINDRILL,B,,,,,Jindal Drilling & Industries Ltd.,851.05,891.80,851.05,878.85,889.90,870.60,,876.60,,,13756,12095506.00,1267,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,511066,INE302E01014,SAKTHIFIN,X,,,,,SAKTHI FINAN,47.20,47.20,45.02,45.86,45.15,46.82,,45.86,,,7928,362090.00,80,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,511076,INE065D01027,SATINDLTD,B,,,,,Sat Industries Ltd,117.90,118.25,114.50,115.50,115.55,117.10,,115.40,,,140065,16308335.00,1687,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,511092,INE047E01031,JMDVL,XT,,,,,JMD Ventures Limited,43.65,43.65,43.65,43.65,43.65,44.54,,43.65,,,16193,706824.00,220,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,511108,INE705C01020,SHIVTEX,B,,,,,SHIVA TEXYAN,146.35,151.30,144.00,149.60,149.00,145.30,,150.35,,,5226,770978.00,349,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,511110,INE848D01018,VBDESAI,X,,,,,V.B.Desai Financial Services Ltd,11.99,12.16,11.25,11.88,11.88,11.59,,11.88,,,5670,67125.00,37,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,511116,INE527B01020,QUADRANT,XT,,,,,Quadrant Televentures Limited,1.19,1.20,1.16,1.19,1.20,1.18,,1.19,,,630716,748816.00,826,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,511122,INE609B01018,1STCUS,XT,,,,,First Custodian Fund (India) Ltd.,45.15,45.73,45.15,45.73,45.73,43.56,,45.73,,,1012,45698.00,6,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,511131,INE344D01018,KAMANWALA,XT,,,,,Kamanwala Housing Construction Ltd,13.60,13.60,13.00,13.59,13.59,13.48,,13.59,,,16653,220469.00,29,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,511147,INE549D01012,WSFX,XT,,,,,WSFX Global Pay Limited,61.20,62.42,60.01,62.41,62.41,61.20,,62.41,,,979,58930.00,22,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,511153,INE096I01021,ANJANIFOODS,XT,,,,,Anjani Foods Limited,36.00,36.88,36.00,36.47,36.56,36.87,,36.47,,,5622,204271.00,86,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,511187,INE570N01025,MILLENNIUM,XT,,,,,Millennium Online Solutions (India) Ltd,2.94,2.94,2.66,2.80,2.80,2.80,,2.80,,,21157,59670.00,74,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,511194,INE613B01010,ICDSLTD,T,,,,,ICDS Ltd.,39.82,39.82,38.85,39.82,39.82,37.93,,39.46,,,21153,841266.00,74,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,511196,INE477A01020,CANFINHOME,A,,,,,CANFIN HOME,830.05,842.00,821.55,837.10,835.25,824.55,,836.85,,,32920,27464091.00,1739,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,511208,INE050B01023,IVC,B,,,,,IL & FS Investment Managers Ltd.,10.00,10.00,9.67,9.75,9.77,9.82,,9.71,,,140855,1382596.00,337,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,511218,INE721A01013,SHRIRAMFIN,A,,,,,Shriram Finance Limited,2114.95,2114.95,2043.10,2069.95,2069.95,2094.30,,2069.95,,,21900,45172382.00,2381,F1,1,,,,,
2023-12-05,2023-12-05,CM,BSE,STK,511243,INE121A01024,CHOLAFIN,A,,,,,CHOL INV FN,1148.25,1150.00,1129.40,1139.80,1139.90,1148.20,,1139.60,,,17116,19478681.00,1189,F1,1,,,,,
