TradDt,BizDt,TckrSymb,SctySrs,OpnPric,HghPric,LwPric,ClsPric,PrvsClsgPric,TtlNbOfTxsExctd,TtlTradgVol,TtlTrfVal
2022-03-25,2022-03-25,ABB,A,2039.45,2050.4,1982.45,1989.7,2040.05,1699,9024,18160113.0
2022-03-25,2022-03-25,AEGISLOG,A,203.0,205.6,201.2,202.3,201.9,790,35278,7148973.0
2022-03-25,2022-03-25,ARE&M,A,569.5,571.0,555.5,556.75,567.75,1733,34862,19576300.0
2022-03-25,2022-03-25,AMBALALSA,X,33.1,33.1,31.5,31.85,32.85,662,153253,4941524.0
2022-03-25,2022-03-25,HDFC,A,2330.0,2334.0,2286.95,2304.2,2310.9,14470,212446,488528537.0
2022-03-25,2022-03-25,ANDHRAPET,B,100.95,103.0,99.1,100.45,99.85,1057,165078,16580219.0
2022-03-25,2022-03-25,ANSALAPI,B,16.0,16.0,14.5,14.5,15.25,238,975159,15291812.0
2022-03-25,2022-03-25,UTIQUE,XT,5.76,6.36,5.76,6.36,6.06,344,72170,452747.0
2022-03-25,2022-03-25,ARUNAHTEL,X,9.5,9.59,8.8,9.39,9.24,36,35503,329111.0
2022-03-25,2022-03-25,BOMDYEING,A,100.0,102.25,98.65,98.8,99.25,3220,389668,38993552.0
2022-03-25,2022-03-25,ASIANHOTNR,B,78.75,83.05,78.45,80.5,78.25,110,4311,347233.0
2022-03-25,2022-03-25,ATUL,A,9938.8,10279.6,9735.05,10112.1,9884.8,2055,3909,38872633.0
2022-03-25,2022-03-25,ATVPR,XT,9.4,9.87,8.95,9.87,9.4,89,24837,233624.0
2022-03-25,2022-03-25,BAJAJELEC,A,1061.6,1072.0,1033.3,1039.8,1061.7,1281,12659,13269751.0
2022-03-25,2022-03-25,BAJAJHIND,A,15.0,15.25,14.51,14.67,15.02,3064,1840989,27103868.0
2022-03-25,2022-03-25,FORCEMOT,A,1078.75,1089.0,1068.4,1071.4,1078.35,687,4686,5048213.0
2022-03-25,2022-03-25,BAJFINANCE,A,7060.0,7066.8,6940.0,6972.55,6998.15,6357,41728,291889097.0
2022-03-25,2022-03-25,BALRAMCHIN,A,496.0,496.6,467.35,478.7,489.7,2944,129272,62116903.0
2022-03-25,2022-03-25,BANCOINDIA,B,138.1,142.0,137.0,137.2,140.15,499,14192,1968627.0
2022-03-25,2022-03-25,ABREL,A,869.0,888.75,841.15,846.75,864.8,2363,29863,25859086.0
2022-03-25,2022-03-25,BANARISUG,A,2321.05,2349.0,2251.2,2272.9,2296.75,156,436,997704.0
2022-03-25,2022-03-25,BASF,A,2933.0,2948.0,2897.9,2905.1,2929.3,353,1203,3518047.0
2022-03-25,2022-03-25,BATAINDIA,A,1919.45,1954.7,1916.55,1935.95,1914.5,742,9334,18071915.0
2022-03-25,2022-03-25,BEML,A,1519.9,1553.8,1511.5,1536.8,1509.45,641,4141,6328458.0
2022-03-25,2022-03-25,BEL,A,207.6,208.1,204.9,205.9,207.55,4896,267555,55142967.0
2022-03-25,2022-03-25,BEPL,A,135.75,135.75,130.2,131.15,133.05,1282,51236,6800689.0
2022-03-25,2022-03-25,BIHSPONG,XT,10.5,11.25,10.5,10.76,10.89,146,39356,429776.0
2022-03-25,2022-03-25,BIRLACABLE,B,166.0,168.75,156.6,158.65,165.1,414,10654,1727089.0
2022-03-25,2022-03-25,BLUESTARCO,A,1007.25,1007.7,987.3,993.85,999.3,986,8243,8242999.0
2022-03-25,2022-03-25,DISAQ,X,6398.9,6400.0,6202.75,6296.55,6190.55,37,174,1099772.0
2022-03-25,2022-03-25,QUESTCAP,X,278.0,278.0,256.0,257.35,268.5,73,1762,460654.0
2022-03-25,2022-03-25,BPL,B,69.0,69.0,64.0,64.8,66.8,1126,64892,4237188.0
2022-03-25,2022-03-25,OAL,B,760.3,763.8,731.45,733.35,750.15,247,1370,1024393.0
2022-03-25,2022-03-25,CENTEXT,B,11.99,11.99,11.3,11.54,11.86,218,52799,614573.0
2022-03-25,2022-03-25,CESC,A,76.3,78.4,75.7,77.45,75.65,3423,403861,31245298.0
2022-03-25,2022-03-25,CHAMBLFERT,A,419.0,419.9,406.4,409.4,415.2,1208,46761,19284774.0
2022-03-25,2022-03-25,EXIDEIND,A,157.3,157.3,153.0,153.45,154.2,4853,254963,39400951.0
2022-03-25,2022-03-25,CIPLA,A,1031.0,1034.0,1006.3,1013.35,1029.1,2916,50427,51187864.0
2022-03-25,2022-03-25,DICIND,B,359.4,360.75,356.0,359.05,357.7,14,227,81503.0
2022-03-25,2022-03-25,CRISIL,A,3050.0,3093.7,3030.0,3080.6,3057.45,488,1848,5665247.0
2022-03-25,2022-03-25,CGPOWER,B,186.5,187.0,181.8,184.55,183.15,1438,103491,19081752.0
2022-03-25,2022-03-25,DABUR,A,525.0,527.0,518.0,519.85,523.8,5795,154367,80834335.0
